id,author,filename,dateexecuted,orderexecuted,exectype,md5sum,description,comments,tag,liquibase,contexts,labels,deployment_id
2024122723-enhance-party-summary-performance,pethers,db-changelog-1.25.xml,2026-01-15 04:00:42.705585,341,EXECUTED,9:18fddfa9b12f93f8296ae4c494a712c8,sql,Add indexes to improve party summary view performance,,5.0.1,,,8446037746
1.54-intro,intelligence-operative-analytics,db-changelog-1.54.xml,2026-01-21 00:44:39.279894,486,EXECUTED,9:5297d4ff56363d1961c9ed8022a2f2e0,sql,v1.54 Government Body Data Integration from ESV,,5.0.1,,,8952677820
1414872417007-242,pether,db-changelog-1.2.xml,2026-01-15 04:00:41.280722,242,EXECUTED,9:dc35246f6d762ea3fa127bf050173773,createView viewName=view_riksdagen_vote_data_ballot_party_summary,"",,5.0.1,,,8446037746
1414872417007-147,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.43345,147,EXECUTED,9:c43ec2fd8137eee136dc1c20828cbd70,"addPrimaryKey constraintName=world_bank_data_pkey, tableName=world_bank_data","",,5.0.1,,,8446037746
1414872417007-14,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.224289,14,EXECUTED,9:531e4b3e23b59219af608aa521c60e1d,createTable tableName=committee_proposal_container,"",,5.0.1,,,8446037746
1.67-idx-assignment-data-temporal,performance-engineer,db-changelog-1.67.xml,2026-01-24 15:25:45.43461,602,EXECUTED,9:df7ce63ae391d22160ff19c8592b2210,"createIndex indexName=idx_assignment_data_temporal, tableName=assignment_data","Temporal index for role evolution tracking and influence prediction.
        
        Supports: Influence prediction views (2 views), role evolution analysis
        Query Optimization: Time-series role assignments and career progression
        E...",,5.0.1,,,9264743943
1.52-drop-predictive,intelligence-operative-analytics,db-changelog-1.52.xml,2026-01-15 04:00:44.138162,472,EXECUTED,9:d1cb7b0708ef6459dcb66e41d14b6361,sql,"",,5.0.1,,,8446037746
1.53-intro,intelligence-operative,db-changelog-1.53.xml,2026-01-21 00:44:39.141989,478,EXECUTED,9:51e2954d1bceee0aa41653aed4cf412c,sql,"Database Changelog v1.53 (OPTIMIZED & ENHANCED) - Party Longitudinal Analysis
        
        Creates 3 views tracking party performance using Swedish parliament cycles,
        building on existing optimized views (view_riksdagen_vote_data_ballo...",,5.0.1,,,8952677820
1414872417007-314,auditViews2,db-changelog-1.20.xml,2026-01-15 04:00:42.193837,304,EXECUTED,9:bcf4660ae87b9d67626071f78bc8e9d1,dropView viewName=view_audit_data_summary; createView viewName=view_audit_data_summary,"",,5.0.1,,,8446037746
1.55-document-seasonal-anomaly-detection-view,intelligence-operative,db-changelog-1.55.xml,2026-01-21 00:44:39.385957,496,EXECUTED,9:25e86a40c1e43484634d4d66a3b5058f,sql,Add documentation for view_riksdagen_seasonal_anomaly_detection,,5.0.1,,,8952677820
1414872417007-48,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.541976,48,EXECUTED,9:10b817f4fcc09c63904d708e1461c5b7,createTable tableName=person_data,"",,5.0.1,,,8446037746
1.65-intro,performance-engineer,db-changelog-1.65.xml,2026-01-24 15:25:45.368026,585,EXECUTED,9:6d532b767c92e9276bfaca26ea56eda7,sql,"Database Changelog v1.65 - Pattern Recognition Performance Optimization
        
        PERFORMANCE OPTIMIZATION: Creates 5 missing critical indexes and resolves
        5 high-impact performance bottlenecks in Pattern Recognition framework.
    ...",,5.0.1,,,9264743943
1414872417007-312,auditViews,db-changelog-1.19.xml,2026-01-15 04:00:42.178093,302,EXECUTED,9:11cdf7f46afe7b66fc1f50bc92ec575a,createSequence sequenceName=jv_commit_pk_seq; createSequence sequenceName=jv_global_id_pk_seq; createSequence sequenceName=jv_snapshot_pk_seq; createTable tableName=jv_commit; createTable tableName=jv_commit_property; createTable tableName=jv_glob...,"",,5.0.1,,,8446037746
new_changeset_id_2,pether,db-changelog-1.24.xml,2026-01-15 04:00:42.383262,325,EXECUTED,9:50ec6175bbb9840ff5f9a86088f4cb4b,dropView viewName=view_application_action_event_page_daily_summary; createView viewName=view_application_action_event_page_daily_summary,"",,5.0.1,,,8446037746
1.63-002-idx-person-detail-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.230852,550,EXECUTED,9:75a3fb2d2d04f40ad18e99014fb6426c,"createIndex indexName=idx_person_data_detail_fk, tableName=person_data","Create index on person_data.person_detail_data_person_da_0 foreign key column.
        Improves JOIN performance with person_detail_data table.",,5.0.1,,,9264743943
verify-ministry-views-1.39-004,intelligence-operative,db-changelog-1.39.xml,2026-01-15 04:00:43.712949,426,EXECUTED,9:0e011b36ae0faab2f83c753e34a86658,sql,"Post-flight verification for all three ministry views
        
        Checks:
        1. All three views exist and can be queried
        2. Views return data when ministry assignments are present
        3. Row counts are reasonable (>0 when dat...",,5.0.1,,,8446037746
672321-view_riksdagen_politician_experience_summary-update2,pethers,db-changelog-1.28.xml,2026-01-15 04:00:42.834068,348,EXECUTED,9:c47fecd951a060b4c17f34e08790d4b1,dropView viewName=view_riksdagen_politician_experience_summary; createView viewName=view_riksdagen_politician_experience_summary,"",,5.0.1,,,8446037746
1414872417007-163,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.580742,163,EXECUTED,9:1e64c99d1c965da030f1f77b7c65d3bd,"addForeignKeyConstraint baseTableName=committee_proposal_component_0, constraintName=fk_90arga58ce9bnjkc6lws04uhw, referencedTableName=committee_proposal_container","",,5.0.1,,,8446037746
1.67-idx-vote-data-temporal,performance-engineer,db-changelog-1.67.xml,2026-01-24 15:25:45.426582,600,EXECUTED,9:9504a89e620f692626f89385718e10b8,"createIndex indexName=idx_vote_data_temporal, tableName=vote_data","Temporal composite index for electoral forecasting and voting trend analysis.
        
        Supports: Electoral forecasting views (5 views), voting trend predictions
        Query Optimization: Time-series queries with date ranges and person fi...",,5.0.1,,,9264743943
1.54-add-government-body-comments,intelligence-operative-analytics,db-changelog-1.54.xml,2026-01-21 00:44:39.31771,489,EXECUTED,9:72d9e688519a72ac461c65c1842e91b9,sql,Add documentation comments to government_body_data table and columns,,5.0.1,,,8952677820
1414872417007-77,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.825545,77,EXECUTED,9:e1e45c8df3139a437fa9282e167b2a49,"addPrimaryKey constraintName=agency_pkey, tableName=agency","",,5.0.1,,,8446037746
1414872417007-191,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.834657,191,EXECUTED,9:093c24624d60c39f0c07c436100f5a40,"addForeignKeyConstraint baseTableName=aggregated_bug_data, constraintName=fk_osdlir1nv0m8ckb1pbipgswj, referencedTableName=person_data","",,5.0.1,,,8446037746
1414872417007-258,pether,db-changelog-1.5.xml,2026-01-15 04:00:41.518785,258,EXECUTED,9:4939cc4cd5b64ed9cfb0305c17b1ac42,createView viewName=view_riksdagen_committee_ballot_decision_summary; createView viewName=view_riksdagen_committee_ballot_decision_party_summary; createView viewName=view_riksdagen_committee_ballot_decision_politician_summary,"",,5.0.1,,,8446037746
fix-risk-score-evolution-1.38-001,intelligence-operative,db-changelog-1.38.xml,2026-01-15 04:00:43.627047,417,EXECUTED,9:157a899e1c10d9b4e540d8749a91b376,dropView viewName=view_risk_score_evolution; createView viewName=view_risk_score_evolution,"Fix view_risk_score_evolution by removing materialized view dependency
        
        Root Cause: The view depends on view_riksdagen_vote_data_ballot_politician_summary_daily
        (materialized) which is not populated in schema-only databases...",,5.0.1,,,8446037746
1414872417007-292,add-column-application-session,db-changelog-1.12.xml,2026-01-15 04:00:41.920056,292,EXECUTED,9:956bf680aea08e30a78b8d768dae529c,addColumn tableName=application_session,"",,5.0.1,,,8446037746
1414872417007-39,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.458434,39,EXECUTED,9:df16293062101f9e2f2552533409513c,createTable tableName=indicators_element,"",,5.0.1,,,8446037746
1414872417007-122,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.216138,122,EXECUTED,9:cf067de81b62440865e1ceb695d746fa,"addPrimaryKey constraintName=person_detail_data_pkey, tableName=person_detail_data","",,5.0.1,,,8446037746
1.63-020-idx-doc-element-container-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.301873,568,EXECUTED,9:d70904047735c612eb8e8d9d8d5ea14c,"createIndex indexName=idx_doc_element_container_fk, tableName=document_element","Create index on document_element.dokument_document_container__0 foreign key.
        Improves JOIN performance with document_container table.",,5.0.1,,,9264743943
1.65-001-idx-vote-network-ballot-person,performance-engineer,db-changelog-1.65.xml,2026-01-24 15:25:45.371532,586,EXECUTED,9:2ea801ef4ac636076adf3dfecf6f6e7d,sql,"Create composite index for network analysis self-join optimization.
        
        Critical for view_riksdagen_politician_influence_metrics which performs
        O(n²) self-join on vote_data table. With 3.5M votes and 350 politicians,
        t...",,5.0.1,,,9264743943
1414872417007-110,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.11286,110,EXECUTED,9:5a47eb0ef2899df6880ccf0181487f36,"addPrimaryKey constraintName=domain_portal_pkey, tableName=domain_portal","",,5.0.1,,,8446037746
1414872417007-154,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.501636,154,EXECUTED,9:b5f757faef90de046c4cfeba596b2185,"addForeignKeyConstraint baseTableName=person_container_data, constraintName=fk_5w4uvrhl3l7c441b7ra7p8txr, referencedTableName=person_data","",,5.0.1,,,8446037746
1.59-document-election-proximity-trends-view,intelligence-operative,db-changelog-1.59.xml,2026-01-21 00:44:39.537027,510,EXECUTED,9:cce77ebd4dd48c385219c3cd9a3baf7e,sql,Add documentation for view_riksdagen_election_proximity_trends,,5.0.1,,,8952677820
1.65-003-idx-vote-person-party-date,performance-engineer,db-changelog-1.65.xml,2026-01-24 15:25:45.379378,588,EXECUTED,9:a66cb44481293612de06993a468aac4f,sql,"Create composite index for politician behavioral pattern analysis.
        
        Critical for view_politician_behavioral_trends which uses 7 window functions
        with LAG and 3-month moving averages. Performs 90,000 window computations
    ...",,5.0.1,,,9264743943
1414872417007-106,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.079495,106,EXECUTED,9:066a0972b05e23920e12face81e6578b,"addPrimaryKey constraintName=document_person_reference_da_0_pkey, tableName=document_person_reference_da_0","",,5.0.1,,,8446037746
1.35-postflight,intelligence-operative,db-changelog-1.35.xml,2026-01-15 04:00:43.478271,398,EXECUTED,9:e091dfbf1f8a01f3049f40855ae047f3,sql,Post-flight: Verify view creation and check initial data,,5.0.1,,,8446037746
1414872417007-121,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.204576,121,EXECUTED,9:6e35a4dcd47a49efd33421bc9f20fb66,"addPrimaryKey constraintName=person_data_pkey, tableName=person_data","",,5.0.1,,,8446037746
intops-2025111109-committee-productivity,intelligence-operative,db-changelog-1.29.xml,2026-01-15 04:00:43.036141,361,EXECUTED,9:e9a0dd593d407533c4959eae10d1b42c,createView viewName=view_committee_productivity,"Committee Productivity View
        
        Intelligence Purpose:
        - Track committee legislative output
        - Measure committee effectiveness
        - Identify underperforming committees
        - Support resource allocation decisions...",,5.0.1,,,8446037746
1416258476613-213,pether (generated),db-changelog-1.1.xml,2026-01-15 04:00:41.003584,213,EXECUTED,9:f866ec1b7098b04250e282bf216ce46b,"addPrimaryKey constraintName=document_proposal_container_pkey, tableName=document_proposal_container","",,5.0.1,,,8446037746
1.63-023-idx-doc-reference-list-fk,performance-engineer,db-changelog-1.63.xml,2026-01-24 15:25:45.313275,571,EXECUTED,9:afa6bf1e305502f2c72b3dcdda7e56f6,"createIndex indexName=idx_doc_reference_list_fk, tableName=document_reference_data","Create index on document_reference_data.document_reference_list_docu_0 foreign key.
        Improves JOIN performance with document_reference_list table.",,5.0.1,,,9264743943
20241224-ballot-summary-view,pethers,db-changelog-1.25.xml,2026-01-15 04:00:42.620315,336,EXECUTED,9:533172c9a2e8e77072ba3d377b95406e,sql; sql; sql; sql; sql; sql; sql; sql; sql,"",,5.0.1,,,8446037746
2414872417007-318,javersChangeType,db-changelog-1.22.xml,2026-01-15 04:00:42.223688,308,EXECUTED,9:d795deb20b39b5a787ce1d98d48e65e5,"modifyDataType columnName=commit_date_instant, tableName=jv_commit","",,5.0.1,,,8446037746
1414872417007-87,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.915523,87,EXECUTED,9:233f9d1a6e53489679d9a65fe698416a,"addPrimaryKey constraintName=committee_proposal_container_pkey, tableName=committee_proposal_container","",,5.0.1,,,8446037746
1.60-intro,intelligence-operative,db-changelog-1.60.xml,2026-01-21 00:44:39.59815,516,EXECUTED,9:31cffed9c4c5843f2649b76414dd3d61,sql,v1.60 Election Year Behavioral Pattern Analysis - Annual Comparison Across 7 Election Cycles,,5.0.1,,,8952677820
1.62-intro,stack-specialist,db-changelog-1.62.xml,2026-01-24 15:25:45.20726,544,EXECUTED,9:4d8fe0866af3f61908b95070058cec4e,sql,"Database Changelog v1.62 - Recreate Views Dropped by Misplaced DROP Statements
        
        CRITICAL FIX: Recreates 3 views that were created in v1.61 but then accidentally
        dropped when misplaced DROP changesets executed after CREATE s...",,5.0.1,,,9264743943
1414872417007-274,pether,db-changelog-1.6.xml,2026-01-15 04:00:41.73928,274,EXECUTED,9:b257435f43a13311f319b53b205ef7c1,sql; sql; sql; sql,"",,5.0.1,,,8446037746
rebalance-thresholds-only-politician-risk-1.48-001,intelligence-operative,db-changelog-1.48.xml,2026-01-15 04:00:43.985186,454,EXECUTED,9:2c9a0905bacd6439df58120a2b2d5283,sql; createView viewName=view_politician_risk_summary,"Rebalance politician risk score thresholds ONLY - formula unchanged from v1.47
        
        Changes:
        - CRITICAL: ≥65 (down from ≥70)
        - HIGH: ≥45 (down from ≥50) 
        - MEDIUM: ≥25 (down from ≥30)
        - LOW: <25 (down fr...",,5.0.1,,,8446037746
1414872417007-72,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:39.780707,72,EXECUTED,9:3daaf3a53dcab5c0643c4d341da21ec7,createTable tableName=vote_data,"",,5.0.1,,,8446037746
fix-risk-score-evolution-matview-1.42-005,intelligence-operative,db-changelog-1.42.xml,2026-01-15 04:00:43.807523,437,EXECUTED,9:17f7c63ce28d9c98df086fd35afa7991,dropView viewName=view_risk_score_evolution; createView viewName=view_risk_score_evolution,"Fix view_risk_score_evolution by removing materialized view dependency
        
        Root Cause: The view was re-introduced in db-changelog-1.41.xml (for rebel rate fix)
        but still referenced view_riksdagen_politician_document (materiali...",,5.0.1,,,8446037746
1414872417007-253,pether,db-changelog-1.4.xml,2026-01-15 04:00:41.467393,253,EXECUTED,9:4e4b64893fd4dae4fd2bffadc7163fb2,dropView viewName=view_riksdagen_vote_data_ballot_politician_summary_weekly; dropView viewName=view_riksdagen_vote_data_ballot_politician_summary_monthly; dropView viewName=view_riksdagen_vote_data_ballot_politician_summary_annual; dropView viewNa...,"",,5.0.1,,,8446037746
1414872417007-197,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.881732,197,EXECUTED,9:9d34aebdd2d3710bc4969a4b919b9e44,"addForeignKeyConstraint baseTableName=sweden_municipality_election_0, constraintName=fk_r3jht5oci01uxhwaa39uxsg2t, referencedTableName=sweden_municipality_data","",,5.0.1,,,8446037746
1.69-intro,performance-engineer,db-changelog-1.69.xml,2026-01-24 15:25:45.48622,615,EXECUTED,9:d41d8cd98f00b204e9800998ecf8427e,empty,"Database Changelog v1.69 - Convert 5 High-Impact Views to Materialized Views
        
        Converts 5 high-impact views to materialized views for 60-80% performance
        improvement. Each view is converted from regular VIEW to MATERIALIZED V...",,5.0.1,,,9264743943
1414872417007-196,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.873753,196,EXECUTED,9:ec3a97c733d887320cae227c31414d0d,"addForeignKeyConstraint baseTableName=document_status_container, constraintName=fk_r2dkprhp4xfhrcck9sf31b9xl, referencedTableName=document_activity_container","",,5.0.1,,,8446037746
1414872417007-127,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.257388,127,EXECUTED,9:b4e0e9778b2d4deeb4ece26f737744c5,"addPrimaryKey constraintName=sweden_county_data_container_pkey, tableName=sweden_county_data_container","",,5.0.1,,,8446037746
1414872417007-98,pether (generated),db-changelog-1.0.xml,2026-01-15 04:00:40.008965,98,EXECUTED,9:b5d8dffc4ae85d22f7f4787d36043f4b,"addPrimaryKey constraintName=document_attachment_pkey, tableName=document_attachment","",,5.0.1,,,8446037746
