id,committee_report_url_xml,created_date,document_format,document_status_url_xml,document_type,document_url_html,document_url_text,hit,kall_id,label,made_public_date,number_value,org,related_id,rm,status,sub_title,sub_type,system_date,temp_label,title,dokument_document_container__0,domain_org,database_source,origin,lang,summary,note,note_title,debate_name,document_name,doc_type
gza3kru23,,2012-04-24 11:00:00,"",,utskottsmöte,//data.riksdagen.se/dokument/GZA3KrU23.html,//data.riksdagen.se/dokument/GZA3KrU23.text,48,"",23,2012-04-21 11:00:00,23,KrU,"",2011/12,inträffat,Tisdag   2012-04-24  kl. 11:00,föredragningslista,2012-05-14 23:47:44,"",Kulturutskottets sammanträde ,,rdwebb,dokument,notes,"","Föredragningslista
 Kulturutskottet 2011/12:23
 Kallelse: Utskottssammanträde 2011/12:23
 Datum och tid: 2012-04-24 11:00
 Plats: RÖ 7-35
 1. Justering av protokoll
 Protokoll 2011/12:22 av den 17 april 2012 bifogas
 2. Information
 Företrädare för Nationalmuseum, överintendent Bernt Arell med medarbetare, informerar inför","Föredragningslista
 Kulturutskottet 2011/12:23
 Kallelse: Utskottssammanträde 2011/12:23
 Datum och tid: 2012-04-24 11:00
 Plats: RÖ 7-35
 1. Justering av protokoll
 Protokoll 2011/12:22 av den 17 april 2012 bifogas
 2. Information
 Företrädare för Nationalmuseum, överintendent Bernt Arell med medarbetare, informerar inför",Kulturutskottets sammanträde ,Utskottens kallelser och föredragningslistor,Utskottens kallelser och föredragningslistor,utskottsmöte
gp02mj444,,2001-10-05,"",,mot,//data.riksdagen.se/dokument/GP02MJ444.html,//data.riksdagen.se/dokument/GP02MJ444.text,1700,{E83C2622-BAF8-11D5-AE6D-000103094657},MJ444,2001-10-05,444,MJU,"",2001/02,"",av Gudrun Schyman m.fl. (v),Partimotion,2005-11-04 10:19:28,v367,Tillståndsprövning av väg- och järnvägsbyggen,,rdwebb,dokument,webbnav,"","Motion till riksdagen
 2001/02:MJ444
 av Gudrun Schyman m.fl. (v)
 Tillståndsprövning av väg- och järnvägsbyggen
 1 Innehållsförteckning
 1 Innehållsförteckning 15
 2 Förslag till riksdagsbeslut 16
 3 Miljömålen ska styra utvecklingen inom transportsektorn 16
 4 De transportpolitiska målen 17
 5 Miljömål och transportpolitiska","Motion till riksdagen
 2001/02:MJ444
 av Gudrun Schyman m.fl. (v)
 Tillståndsprövning av väg- och järnvägsbyggen
 1 Innehållsförteckning
 1 Innehållsförteckning 15
 2 Förslag till riksdagsbeslut 16
 3 Miljömålen ska styra utvecklingen inom transportsektorn 16
 4 De transportpolitiska målen 17
 5 Miljömål och transportpolitiska",Tillståndsprövning av väg- och järnvägsbyggen,Motion,Motion,mot
hc10616,,2025-04-16,"",,ip,//data.riksdagen.se/dokument/HC10616.html,//data.riksdagen.se/dokument/HC10616.text,127,ac886376-d5aa-4df3-b69f-adb06493d18c,616,2025-04-16,616,S,"",2024/25,Besvarad,Rose-Marie Carlsson (S),"",2025-10-24 14:36:25,S,Kommunernas tillsynsansvar och beviljande av tillstånd,,rdwebb,dokument,Frips,sv,"Interpellation 2024/25:616 Kommunernas tillsynsansvar och beviljande av tillstånd
 av  Rose-Marie Carlsson (S)
 till Statsrådet Lotta Edholm (L)
 Skolinspektionen har tillsyn över de kommunala förskolorna och pedagogisk omsorg, och kommunerna har tillsyn över motsvarande i de fristående verksamheterna. Dessutom beviljar","Interpellation 2024/25:616 Kommunernas tillsynsansvar och beviljande av tillstånd
 av  Rose-Marie Carlsson (S)
 till Statsrådet Lotta Edholm (L)
 Skolinspektionen har tillsyn över de kommunala förskolorna och pedagogisk omsorg, och kommunerna har tillsyn över motsvarande i de fristående verksamheterna. Dessutom beviljar",Kommunernas tillsynsansvar och beviljande av tillstånd,Interpellationsdebatt,Interpellation,ip
gu121579,,2007-09-07,"",,frs,//data.riksdagen.se/dokument/GU121579.html,//data.riksdagen.se/dokument/GU121579.text,59,"",1579,2007-09-07,1579,"","",2006/07,korrekturläst,Miljöminister Andreas Carlgren,"",2007-09-12 14:36:16,"",Bemyndigande för att ändra föreskrifter om allmänna vattentjänster,,rdwebb,dokument,"","","den 7 september
 Svar på fråga
 2006/07:1579 Bemyndigande för att ändra föreskrifter om  allmänna vattentjänster
 Miljöminister  Andreas Carlgren
 Anne  Marie Brodén har frågat mig när regeringen kommer att  ge bemyndigande för att underlätta för kommuner som drabbats av översvämmat  avloppsvatten.
 I  21 lagen (2006:412)","den 7 september
 Svar på fråga
 2006/07:1579 Bemyndigande för att ändra föreskrifter om  allmänna vattentjänster
 Miljöminister  Andreas Carlgren
 Anne  Marie Brodén har frågat mig när regeringen kommer att  ge bemyndigande för att underlätta för kommuner som drabbats av översvämmat  avloppsvatten.
 I  21 lagen (2006:412)",Bemyndigande för att ändra föreskrifter om allmänna vattentjänster,Svar på skriftlig fråga,Svar på skriftlig fråga,frs
hb12277,,2023-11-29,"",,frs,//data.riksdagen.se/dokument/HB12277.html,//data.riksdagen.se/dokument/HB12277.text,95,"",277,2023-11-29,277,"","",2023/24,Inkommen,Arbetsmarknads- och integrationsminister Johan Pehrson (L),"",2023-11-29 10:53:23,"","Samverkan mellan Arbetsförmedlingen, Kriminalvården och kommunerna",,rdwebb,dokument,Frips,"","A2023/01556  Arbetsmarknadsdepartementet  Arbetsmarknads- och integrationsministern  Till riksdagen  Svar på fråga 2023/24:277 av Serkan Köse (S)  Samverkan mellan Arbetsförmedlingen, Kriminalvården och kommunerna
 Serkan Köse har frågat hur jag och regeringen avser att stärka och förbättra samverkan mellan Arbetsförmedlingen,","A2023/01556  Arbetsmarknadsdepartementet  Arbetsmarknads- och integrationsministern  Till riksdagen  Svar på fråga 2023/24:277 av Serkan Köse (S)  Samverkan mellan Arbetsförmedlingen, Kriminalvården och kommunerna
 Serkan Köse har frågat hur jag och regeringen avser att stärka och förbättra samverkan mellan Arbetsförmedlingen,","Samverkan mellan Arbetsförmedlingen, Kriminalvården och kommunerna",Svar på skriftlig fråga,Svar på skriftlig fråga,frs
rdhcc120250327vo,,2025-03-27 15:20:00,,,kammakt,,,231,cf29950d-31d7-4aa7-974d-ee9fee560527,"",1899-01-01,,"","",2024/25,planerat,"",vo,2025-03-27 15:18:16,15:20:00-2,Votering,,rdwebb,kalender,Safir,sv,"
				Riksdagen beslutar om ärenden. 
				
				","
				Riksdagen beslutar om ärenden. 
				
				",Votering,Beslut,Votering,kam-vo
h0c320121108fiu18,,2012-11-08,"",,kammakt,//data.riksdagen.se/dokument/H0C320121108FiU18.html,//data.riksdagen.se/dokument/H0C320121108FiU18.text,159,"",FiU18,2012-11-08,0,kamm,"",2012/13,inträffat,"",vo,2019-03-19 21:14:18,"",Beslut,,rdwebb,alla,ardome,sv,"","",Beslut,Beslut,Votering,kam-vo
rdh7a3föu10,,2019-11-26 11:00:00,,,utskottsmöte,,,77,"","",2019-11-21,,"","",2019/20,"",Tisdag   2019-11-26  kl. 11:00,föredragningslista,2019-11-21 11:35:17,11:00-0,Försvarsutskottets sammanträde ,,rdwebb,kalender,notes,sv,"<h2>Föredragningslista</h2><h3>Försvarsutskottet 2019/20:10</h3><br/>
<span class=""fet"">Kallelse</span>: Utskottssammanträde 2019/20:10<br/><span class=""fet"">Datum och tid</span>: 2019-11-26 11:00<br/><span class=""fet"">Plats</span>: RÖ5-32<br/><br/> 

<p><b><font size=""2"">1.	</b><b><font size=""2"">Information om Totalförsvarsövning 2020<br>
</b><font size=""2"">Övningsledare Anna Karphammar, MSB <br>
Övningsledare Mikael Johnsson, Försvarsmakten<br>
Övningsledare Maria Lundström, Riksdagsförvaltningen
<p><b><font size=""2"">2.</b><font size=""2"">	<b><font size=""2"">Justering av protokoll</b>
<p><b><font size=""2"">3.</b><font size=""2"">	<b><font size=""2"">EU-frågor</b>
<p><b><font size=""2"">4.</b><font size=""2"">	<b><font size=""2"">Reseberättelse</b>
<p><b><font size=""2"">5.</b><font size=""2"">	<b><font size=""2"">Anmälningar och kanslimeddelanden</b>
<p><b><font size=""2"">6.</b><font size=""2"">	<b><font size=""2"">Övriga frågor</b>
<p><b><font size=""2"">7.</b><font size=""2"">	<b><font size=""2"">Nästa sammanträde<br>
</b><font size=""2"">Torsdagen den 28 november 2019 kl. 10.00<br/><br/>
<h4>Bilagor</h4> <br/>
","<h2>Föredragningslista</h2><h3>Försvarsutskottet 2019/20:10</h3><br/>
<span class=""fet"">Kallelse</span>: Utskottssammanträde 2019/20:10<br/><span class=""fet"">Datum och tid</span>: 2019-11-26 11:00<br/><span class=""fet"">Plats</span>: RÖ5-32<br/><br/> 

<p><b><font size=""2"">1.	</b><b><font size=""2"">Information om Totalförsvarsövning 2020<br>
</b><font size=""2"">Övningsledare Anna Karphammar, MSB <br>
Övningsledare Mikael Johnsson, Försvarsmakten<br>
Övningsledare Maria Lundström, Riksdagsförvaltningen
<p><b><font size=""2"">2.</b><font size=""2"">	<b><font size=""2"">Justering av protokoll</b>
<p><b><font size=""2"">3.</b><font size=""2"">	<b><font size=""2"">EU-frågor</b>
<p><b><font size=""2"">4.</b><font size=""2"">	<b><font size=""2"">Reseberättelse</b>
<p><b><font size=""2"">5.</b><font size=""2"">	<b><font size=""2"">Anmälningar och kanslimeddelanden</b>
<p><b><font size=""2"">6.</b><font size=""2"">	<b><font size=""2"">Övriga frågor</b>
<p><b><font size=""2"">7.</b><font size=""2"">	<b><font size=""2"">Nästa sammanträde<br>
</b><font size=""2"">Torsdagen den 28 november 2019 kl. 10.00<br/><br/>
<h4>Bilagor</h4> <br/>
",Försvarsutskottets sammanträde ,Utskottens kallelser och föredragningslistor,Utskottens kallelser och föredragningslistor,utskottsmöte
gp01sfu7,,2001-11-22,"",//data.riksdagen.se/dokumentstatus/GP01SFU7.xml,bet,//data.riksdagen.se/dokument/GP01SFU7.html,//data.riksdagen.se/dokument/GP01SFU7.text,96,"",SFU7,2006-03-15 11:59:25,7,SFU,"",2001/02,"","",bet,2006-03-15 11:59:21,"",Senareläggning         av        premie-pensionensefterlevandeskydd före pensionstiden,,rdwebb,dokument,"","","Starten för det efterlevandeskydd före pensionstid som finns inom ramen för premiepensionssystemet senareläggs ett år. Möjligheten att teckna sig för skyddet öppnas därmed inte förrän 2003. Orsaken är att det råder stor osäkerhet om skyddets ekonomiska hållbarhet. Denna fråga måste därför analyseras djupare, och reglernas utformning måste eventuellt justeras.","Starten för det efterlevandeskydd före pensionstid som finns inom ramen för premiepensionssystemet senareläggs ett år. Möjligheten att teckna sig för skyddet öppnas därmed inte förrän 2003. Orsaken är att det råder stor osäkerhet om skyddets ekonomiska hållbarhet. Denna fråga måste därför analyseras djupare, och reglernas utformning måste eventuellt justeras.",Premiepensionens efterlevandeskydd före pensionstiden senareläggs (SfU7),Debatt om förslag,Betänkande,bet
h9b319,,2021-03-31,"",,sou,//data.riksdagen.se/dokument/H9B319.html,//data.riksdagen.se/dokument/H9B319.text,188,"",19,2021-03-31,19,"","",2021,"","","",2021-04-01 08:36:49,"",En stärkt försörjningsberedskap för hälso- och sjukvården ,,rdwebb,dokument,"","","sou 2021 19  En stärkt försörjningsberedskap för hälso- och sjukvården
 Del 1
 DELBETÄNKANDE AV UTREDNINGEN OM
 HÄLSO- OCH SJUKVÅRDENS BEREDSKAP
 SOU 2021:19
 En stärkt försörjningsberedskap för hälso- och sjukvården
 Del 1
 Delbetänkande av Utredningen om hälso- och sjukvårdens beredskap
 Stockholm 2021
 SOU 2021:19
 SOU","sou 2021 19  En stärkt försörjningsberedskap för hälso- och sjukvården
 Del 1
 DELBETÄNKANDE AV UTREDNINGEN OM
 HÄLSO- OCH SJUKVÅRDENS BEREDSKAP
 SOU 2021:19
 En stärkt försörjningsberedskap för hälso- och sjukvården
 Del 1
 Delbetänkande av Utredningen om hälso- och sjukvårdens beredskap
 Stockholm 2021
 SOU 2021:19
 SOU",En stärkt försörjningsberedskap för hälso- och sjukvården ,Statens offentliga utredningar,Statens offentliga utredningar,sou
gw01ku7,,2009-01-19,"",//data.riksdagen.se/dokumentstatus/GW01KU7.xml,bet,//data.riksdagen.se/dokument/GW01KU7.html,//data.riksdagen.se/dokument/GW01KU7.text,2,"",KU7,2009-01-20 07:59:41,7,KU,"",2008/09,"","",bet,2009-01-20 07:59:10,"",Trossamfund,,rdwebb,dokument,"",sv,"Riksdagen sa nej till motioner från allmänna motionstiden 2007 och 2008 om trossamfund. Motionerna handlar om Svenska kyrkan, begravningsverksamheten, begravningsavgiften, arbetsvillkoren i trossamfunden, fri församlingstillhörighet samt stöd till sekulära livssynsorganisationer.","Riksdagen sa nej till motioner från allmänna motionstiden 2007 och 2008 om trossamfund. Motionerna handlar om Svenska kyrkan, begravningsverksamheten, begravningsavgiften, arbetsvillkoren i trossamfunden, fri församlingstillhörighet samt stöd till sekulära livssynsorganisationer.",Nej till motioner om trossamfund (KU7),Debatt om förslag,Betänkande,bet
h8023443,,2020-10-06,"",,mot,//data.riksdagen.se/dokument/H8023443.html,//data.riksdagen.se/dokument/H8023443.text,1489,2f2867b0-458a-48e2-a69c-2a8ea0163e73,3443,2020-10-06,3443,FöU,"",2020/21,Klar,av Pål Jonson m.fl. (M),Kommittémotion,2023-03-21 15:05:05,"",Ett starkt svenskt försvar,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2020/21:3443
 av Pål Jonson m.fl. (M)
 Ett starkt svenskt försvar
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om behovet av ökade incitament för GSS/K och GSS/T och tillkännager detta för regeringen.
 Riksdagen ställer sig bakom det som anförs i motionen om","Motion till riksdagen
 2020/21:3443
 av Pål Jonson m.fl. (M)
 Ett starkt svenskt försvar
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om behovet av ökade incitament för GSS/K och GSS/T och tillkännager detta för regeringen.
 Riksdagen ställer sig bakom det som anförs i motionen om",Ett starkt svenskt försvar,Motion,Motion,mot
h7a3sou65,,2020-08-20 10:00:00,"",,utskottsmöte,//data.riksdagen.se/dokument/H7A3SoU65.html,//data.riksdagen.se/dokument/H7A3SoU65.text,110,"",65,2020-08-18,65,SoU,"",2019/20,"",Torsdag   2020-08-20  kl. 10:00,föredragningslista,2020-08-18 16:31:53,"",Socialutskottets sammanträde ,,rdwebb,dokument,notes,"","Föredragningslista
 Socialutskottet 2019/20:65
 Kallelse: Utskottssammanträde 2019/20:65
 Datum och tid: 2020-08-20 10:00
 Plats: RÖ 4-27
 1. Fråga om medgivande till deltagande på distans
 2. Information från Socialdepartementet
 Statssekreterare Tobias Lundin Gerdås, informerar om lagen om vård av unga och socialtjänstlagen.","Föredragningslista
 Socialutskottet 2019/20:65
 Kallelse: Utskottssammanträde 2019/20:65
 Datum och tid: 2020-08-20 10:00
 Plats: RÖ 4-27
 1. Fråga om medgivande till deltagande på distans
 2. Information från Socialdepartementet
 Statssekreterare Tobias Lundin Gerdås, informerar om lagen om vård av unga och socialtjänstlagen.",Socialutskottets sammanträde ,Utskottens kallelser och föredragningslistor,Utskottens kallelser och föredragningslistor,utskottsmöte
rdh6a7ku26,,2019-03-28 09:00:00,,,skflista,,,244,"","",2019-03-26,,"","",2018/19,"",Torsdag   2019-03-28  kl. 09:00,föredragningslista,2019-03-26 17:18:48,09:00-0,Konstitutionsutskottets sammanträde - granskning,,rdwebb,kalender,notes,sv,"<h2>Särskild föredragningslista</h2><h3>Konstitutionsutskottet 2018/19:26</h3><br/>
<span class=""fet"">Kallelse</span>: Utskottssammanträde 2018/19:26<br/><span class=""fet"">Datum och tid</span>: 2019-03-28 09:00<br/><span class=""fet"">Plats</span>: RÖ7-08<br/><br/> 

<p>1. <b>Justering av protokoll </b>
<p>2. <b>Anmälningar</b>
<p>3. <b>Regeringens styrning av Svenska kraftnät – G15<br>
</b>Beredning <br>
Föredragande: LW<br/><br/>
<h4>Bilagor</h4> <br/>
1. Särskilt protokoll 2018/19:25<br/>
3. Material delas vid sammanträdet","<h2>Särskild föredragningslista</h2><h3>Konstitutionsutskottet 2018/19:26</h3><br/>
<span class=""fet"">Kallelse</span>: Utskottssammanträde 2018/19:26<br/><span class=""fet"">Datum och tid</span>: 2019-03-28 09:00<br/><span class=""fet"">Plats</span>: RÖ7-08<br/><br/> 

<p>1. <b>Justering av protokoll </b>
<p>2. <b>Anmälningar</b>
<p>3. <b>Regeringens styrning av Svenska kraftnät – G15<br>
</b>Beredning <br>
Föredragande: LW<br/><br/>
<h4>Bilagor</h4> <br/>
1. Särskilt protokoll 2018/19:25<br/>
3. Material delas vid sammanträdet",Konstitutionsutskottets sammanträde - granskning,KU:s särskilda kallelse och föredragningslista,KU:s särskilda kallelse och föredragningslista,skflista
hc05mju9y,,2025-04-29,"",,yttr,//data.riksdagen.se/dokument/HC05MJU9y.html,//data.riksdagen.se/dokument/HC05MJU9y.text,72,b6c06d5c-bffb-48ee-b865-2577a55e5178,MJU9y,2025-04-10 10:26:47,9,MJU,"",2024/25,Webbpublicering,"",yttr,2025-04-29 16:04:14,"",Riksdagens skrivelser till regeringen – åtgärder under 2024,,rdwebb,dokument,RIM,"","Miljö- och jordbruksutskottets yttrande
 2024/25:MJU9y
 Riksdagens skrivelser till regeringen åtgärder under 2024
 Till konstitutionsutskottet
 Konstitutionsutskottet beslutade den 20 mars 2025 att ge övriga utskott tillfälle att yttra sig över regeringens skrivelse 2024/25:75 Riksdagens skrivelser till regeringen åtgärder","Miljö- och jordbruksutskottets yttrande
 2024/25:MJU9y
 Riksdagens skrivelser till regeringen åtgärder under 2024
 Till konstitutionsutskottet
 Konstitutionsutskottet beslutade den 20 mars 2025 att ge övriga utskott tillfälle att yttra sig över regeringens skrivelse 2024/25:75 Riksdagens skrivelser till regeringen åtgärder",Riksdagens skrivelser till regeringen – åtgärder under 2024,Yttrande,Yttrande,yttr
h410459,,2017-04-19,"",,ip,//data.riksdagen.se/dokument/H410459.html,//data.riksdagen.se/dokument/H410459.text,53,d1884dda-a701-4153-a682-c1ffdb04bab6,459,2017-04-20,459,SD,"",2016/17,Skickad,Per Klarberg (SD),"",2017-05-29 11:55:40,SD,Åtgärder för att förhindra tågkapningar,,rdwebb,dokument,Frips,sv,"Interpellation 2016/17:459 Åtgärder för att förhindra tågkapningar
 av  Per Klarberg (SD)
 till Statsrådet Anna Johansson (S)
 14 juli 2016. En attentatsman i Nice kör in med lastbil bland nationaldagsfirande människor på strandpromenaden. 86 dör och 434 skadas.
 8 december 2016. Mitt under en pågående julmarknad kör en","Interpellation 2016/17:459 Åtgärder för att förhindra tågkapningar
 av  Per Klarberg (SD)
 till Statsrådet Anna Johansson (S)
 14 juli 2016. En attentatsman i Nice kör in med lastbil bland nationaldagsfirande människor på strandpromenaden. 86 dör och 434 skadas.
 8 december 2016. Mitt under en pågående julmarknad kör en",Åtgärder för att förhindra tågkapningar,Interpellationsdebatt,Interpellation,ip
h5022455,,2017-10-04,"",,mot,//data.riksdagen.se/dokument/H5022455.html,//data.riksdagen.se/dokument/H5022455.text,1643,2cd7e2fb-0947-4a11-bdb9-f489e427f747,2455,2017-10-04,2455,NU,"",2017/18,Klar,av Jan R Andersson (M),Enskild motion,2018-10-25 14:03:32,M1737,Miljöprövning av uranbrytning i Sverige,,rdwebb,dokument,Filur,"","Motion till riksdagen
 2017/18:2455
 av Jan R Andersson (M)
 Miljöprövning av uranbrytning i Sverige
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att se över eventuella miljökonsekvenser av uranbrytning i Sverige och tillkännager detta för regeringen.
 Motivering
 För närvarande","Motion till riksdagen
 2017/18:2455
 av Jan R Andersson (M)
 Miljöprövning av uranbrytning i Sverige
 Förslag till riksdagsbeslut
 Riksdagen ställer sig bakom det som anförs i motionen om att se över eventuella miljökonsekvenser av uranbrytning i Sverige och tillkännager detta för regeringen.
 Motivering
 För närvarande",Miljöprövning av uranbrytning i Sverige,Motion,Motion,mot
