person_id,first_name,last_name,party,born_year,gender,status,election_region,total_votes,yes_percentage,no_percentage,absence_rate,rebel_rate,success_rate,voting_days,first_vote_date,last_vote_date,voting_participation_rate,loyalty_rate,voting_consistency_score,analysis_comment
0709749259417,Rickard,Persson,MP,1959,MAN,Tidigare riksdagsledamot,Skåne läns västra,613193,63.91,16.86,13.59,0.00,90.61,5,2014-01-01,2018-01-01,86.41,100.00,90.61,Often on winning side
013322783509,Dag,Ericson,S,1943,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0990002843500,Christina,Linderholm,C,1943,KVINNA,Tidigare ersättare,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0427127522211,Lena,Adelsohn Liljeroth,M,1955,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,654026,58.70,19.31,17.05,0.05,43.28,5,2002-01-01,2006-01-01,82.95,99.95,43.26,Generally aligned
0932188207010,Leif,Lindström,V,1958,MAN,Tidigare ersättare,Dalarnas län,26175,63.81,18.24,13.36,0.00,28.00,1,2012-01-01,2012-01-01,86.64,100.00,28.00,Generally aligned
2510d262-b99a-452f-ba0b-340eb67c73b4,Bertil,Johansson,C,1930,MAN,Inga uppdrag,Kronobergs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0585684563812,Andreas,Norlén,M,1973,MAN,Talman,Östergötlands län,1664032,60.84,20.76,14.02,0.02,78.40,13,2006-01-01,2018-01-01,85.98,99.98,78.38,Often on winning side
082878762718,Anders,Flanking,C,1957,MAN,Tidigare riksdagsledamot,Västra Götalands läns östra,146231,61.37,23.54,11.71,0.00,75.90,2,2010-01-01,2011-01-01,88.29,100.00,75.90,Often on winning side
0552112259207,Bosse,Ringholm,S,1942,MAN,Tidigare riksdagsledamot,Stockholms kommun,452304,53.16,26.81,17.56,0.39,27.24,5,2006-01-01,2010-01-01,82.44,99.61,27.13,Generally aligned
0889860537413,Krister,Hammarbergh,M,1963,MAN,Tidigare riksdagsledamot,Norrbottens län,2024898,60.09,20.67,14.80,0.14,72.29,15,2004-01-01,2018-01-01,85.20,99.86,72.19,Often on winning side
0242784896493,Jörgen,Weibull,FP,1924,MAN,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0742251416419,Renée,Jeryd,S,1965,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns norra,260354,51.16,29.01,17.55,0.13,21.98,3,2008-01-01,2010-01-01,82.45,99.87,21.95,Generally aligned
0938534705001,Gunnar,Hedberg,M,1948,MAN,Tidigare ersättare,Uppsala län,324570,64.16,18.21,12.77,0.00,80.97,4,2012-01-01,2017-01-01,87.23,100.00,80.97,Often on winning side
0919509837117,Eva,Marcusdotter,S,1959,KVINNA,Tidigare riksdagsledamot,Örebro län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0739154377395,Nils,Berndtson,V,1922,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0883392691612,Anneli,Särnblad,S,1968,KVINNA,Tidigare riksdagsledamot,Dalarnas län,1062007,56.58,22.18,17.27,0.00,61.13,9,2002-01-01,2010-01-01,82.73,100.00,61.13,Generally aligned
0186543997302,Ulla,Berg,S,1946,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0628190530410,Ulla,Andersson,V,1963,KVINNA,Tidigare riksdagsledamot,Gävleborgs län,2424154,54.81,18.29,22.07,0.19,30.19,17,2006-01-01,2022-01-01,77.93,99.81,30.13,Generally aligned
0316572054501,Daniel,Tarschys,L,1943,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0946889218011,Jan-Evert,Rådhström,M,1960,MAN,Tidigare riksdagsledamot,Värmlands län,1736973,58.96,21.55,15.31,0.06,63.41,13,2002-01-01,2014-01-01,84.69,99.94,63.37,Generally aligned
038177988704,Rune,Jonsson,S,1929,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0251564185908,Kerstin,Engle,S,1947,KVINNA,Tidigare riksdagsledamot,Skåne läns norra och östra,1736973,58.96,21.55,15.31,0.08,49.87,13,2002-01-01,2014-01-01,84.69,99.92,49.83,Generally aligned
0133282248705,Helena,Bargholtz,L,1942,KVINNA,Tidigare riksdagsledamot,Stockholms län,884366,56.76,21.90,17.14,0.28,50.16,8,2002-01-01,2010-01-01,82.86,99.72,50.02,Generally aligned
0958927082506,Kjell A,Mattsson,C,1930,MAN,Avliden  2015-01-07,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
126eb428-1925-4231-a31c-2126e1ca2041,Alfred,Håkansson,C,1912,MAN,Inga uppdrag,Fyrstadskretsen 1971-1978/79,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
089057453314,Ulf,Sjösten,M,1954,MAN,Tidigare riksdagsledamot,Västra Götalands läns södra,872500,57.81,20.57,17.20,0.36,49.68,7,2002-01-01,2008-01-01,82.80,99.64,49.50,Generally aligned
7cd961c0-68a6-4a99-9dd7-3a3ad3f8dcc1,Claes,Elmstedt,C,1928,MAN,Inga uppdrag,Blekinge län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
fef3262d-cf5b-43b5-870d-b7e709294cab,Krister,Wickman,S,1924,MAN,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0810105099207,Lars,Gustafsson,S,1925,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0759167494321,Petra,Ekerum,S,1980,KVINNA,Tidigare riksdagsledamot,Västra Götalands läns västra,333295,62.47,17.04,14.44,0.10,81.67,2,2017-01-01,2018-01-01,85.56,99.90,81.59,Often on winning side
0148397245014,Annica,Jonsson,V,1954,KVINNA,Tidigare ersättare,Västra Götalands läns norra,30712,62.44,18.29,15.73,0.00,73.86,1,2004-01-01,2004-01-01,84.27,100.00,73.86,Often on winning side
0513164929896,Hans,Pettersson,S,1922,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0817058516814,Ina,Järlesjö,KD,1956,KVINNA,Tidigare ersättare,Norrbottens län,70149,63.11,18.26,14.22,0.00,47.76,2,2002-01-01,2003-01-01,85.78,100.00,47.76,Generally aligned
acb6ff1d-32c6-4b46-a8aa-ccb16ca006ca,Viola,Sandell,S,1910,KVINNA,Inga uppdrag,Värmlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0534173087404,Carin,Lundberg,S,1944,KVINNA,Tidigare riksdagsledamot,Västerbottens län,654026,58.70,19.31,17.05,0.05,81.75,5,2002-01-01,2006-01-01,82.95,99.95,81.71,Often on winning side
0785143384002,Rolf,Gunnarsson,M,1946,MAN,Tidigare riksdagsledamot,Dalarnas län,1106330,56.43,22.38,17.26,0.03,58.45,9,2002-01-01,2010-01-01,82.74,99.97,58.43,Generally aligned
0477298899511,Lars,Stjernkvist,S,1958,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0717130693403,Bo,Finnkvist,S,1939,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0122987223112,Lotta,Johnsson Fornarve,V,1956,KVINNA,Tjänstgörande riksdagsledamot,Södermanlands län,1792813,53.30,15.23,24.89,0.10,44.23,13,2014-01-01,2026-01-01,75.11,99.90,44.19,Generally aligned
0890152141226,Nadja,Awad,V,1991,KVINNA,Tjänstgörande riksdagsledamot,Örebro län,451606,59.15,17.20,14.54,0.00,41.88,5,2022-01-01,2026-01-01,85.46,100.00,41.88,Generally aligned
0566638963807,Göthe,Knutson,M,1932,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0998031180101,Sigrid,Bolkéus,S,1941,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
012786308404,Allan,Ekström,M,1927,MAN,Avliden  2017-10-14,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0655028250417,Lena,Emilsson,S,1957,KVINNA,Tidigare riksdagsledamot,Skåne läns västra,864473,56.57,14.98,22.66,0.00,78.76,8,2014-01-01,2021-01-01,77.34,100.00,78.76,Often on winning side
0777657837318,Anders,Andersson,KD,1955,MAN,Tidigare riksdagsledamot,Kalmar län,747209,61.35,21.74,12.75,0.00,88.93,6,2009-01-01,2014-01-01,87.25,100.00,88.93,Often on winning side
0284604377408,Jörgen,Johansson,C,1947,MAN,Avliden  2010-06-13,Västmanlands län,1078410,56.54,22.12,17.34,0.07,55.73,9,2002-01-01,2010-01-01,82.66,99.93,55.69,Generally aligned
0286601777205,Torsten,Gavelin,FP,1939,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0363608290410,Per,Landgren,KD,1958,MAN,Tidigare riksdagsledamot,Göteborgs kommun,561890,58.19,19.57,17.34,0.37,33.23,5,2002-01-01,2006-01-01,82.66,99.63,33.11,Generally aligned
0136310791918,Marie,Granlund,S,1962,KVINNA,Tidigare riksdagsledamot,Malmö kommun,2586439,59.95,20.25,14.96,0.12,62.45,19,2002-01-01,2022-01-01,85.04,99.88,62.38,Generally aligned
0806338394516,Mona,Sahlin,S,1957,KVINNA,Tidigare riksdagsledamot,Stockholms kommun,532923,54.45,26.50,16.47,0.06,7.07,6,2006-01-01,2011-01-01,83.53,99.94,7.07,Generally aligned
058426570914,Sven,Bergström,C,1951,MAN,Tidigare riksdagsledamot,Gävleborgs län,1106330,56.43,22.38,17.26,0.38,54.80,9,2002-01-01,2010-01-01,82.74,99.62,54.59,Generally aligned
0432629750500,Rune,Evensson,S,1935,MAN,Avliden  2017-04-24,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0229627943828,Jytte,Guteland,S,1979,KVINNA,Tjänstgörande riksdagsledamot,Stockholms kommun,451606,59.15,17.20,14.54,0.00,47.84,5,2022-01-01,2026-01-01,85.46,100.00,47.84,Generally aligned
0594680769027,Daniel,Andersson,S,1986,MAN,Tidigare riksdagsledamot,Örebro län,710913,40.04,12.53,41.64,0.00,44.43,4,2019-01-01,2022-01-01,58.36,100.00,44.43,Frequently absent
0980247880005,Olle,Göransson,S,1929,MAN,Avliden  2021-07-31,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0369028728526,Kent,Ekeroth,SD,1981,MAN,Tidigare riksdagsledamot,Skåne läns norra och östra,1243836,63.65,18.50,12.74,0.00,39.08,9,2010-01-01,2018-01-01,87.26,100.00,39.08,Generally aligned
0637784834317,Diana,Laitinen Carlsson,S,1972,KVINNA,Tidigare riksdagsledamot,Jönköpings län,434505,36.27,12.37,46.45,0.00,48.28,3,2020-01-01,2022-01-01,53.55,100.00,48.28,Frequently absent
0456305921813,Hans,Olsson,S,1951,MAN,Tidigare riksdagsledamot,Västra Götalands läns södra,1082947,59.12,22.90,14.27,0.00,36.09,9,2006-01-01,2014-01-01,85.73,100.00,36.09,Generally aligned
36eac1d1-c4d9-4724-8f74-750cc755cdd4,Bertil,af Ugglas,M,1934,MAN,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
bcefdda1-aa5d-4f3a-8f9f-e00785d69e1c,Ingrid,Segerström,S,1919,KVINNA,Inga uppdrag,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0766496753128,Fredrik,Malm,L,1977,MAN,Tjänstgörande riksdagsledamot,Stockholms län,2698468,55.17,17.85,21.36,0.06,64.25,21,2006-01-01,2026-01-01,78.64,99.94,64.21,Generally aligned
0688961392304,Ingrid,Andersson,S,1939,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0482927154110,Leif,Jakobsson,S,1955,MAN,Tidigare riksdagsledamot,Malmö kommun,1973944,59.83,20.92,15.02,0.19,57.16,15,2002-01-01,2016-01-01,84.98,99.81,57.05,Generally aligned
0940980416614,Jan,Ericson,M,1961,MAN,Tjänstgörande riksdagsledamot,Västra Götalands läns södra,2875760,55.49,18.12,20.89,0.04,69.64,21,2006-01-01,2026-01-01,79.11,99.96,69.61,Generally aligned
0111536149811,Owe,Hellberg,V,1953,MAN,Tidigare riksdagsledamot,Gävleborgs län,654026,58.70,19.31,17.05,0.32,66.06,5,2002-01-01,2006-01-01,82.95,99.68,65.85,Generally aligned
0709911904721,Johanna,Rantsi,M,1990,KVINNA,Tjänstgörande riksdagsledamot,Västra Götalands läns västra,523151,59.64,17.01,14.02,0.00,88.86,6,2019-01-01,2026-01-01,85.98,100.00,88.86,Often on winning side
0899169869710,Helena,Gellerman,L,1960,KVINNA,Tjänstgörande riksdagsledamot,Västra Götalands läns västra,1179620,47.79,14.39,30.76,0.00,55.27,9,2018-01-01,2026-01-01,69.24,100.00,55.27,Frequently absent
0515990253512,Yilmaz,Kerimo,S,1963,MAN,Tidigare riksdagsledamot,Stockholms län,2350166,60.25,20.32,14.87,0.03,60.96,17,2002-01-01,2018-01-01,85.13,99.97,60.94,Generally aligned
051870309210,Anna,Sibinska,MP,1963,KVINNA,Tidigare riksdagsledamot,Göteborgs kommun,728014,40.74,12.65,40.83,0.05,46.74,5,2018-01-01,2022-01-01,59.17,99.95,46.72,Frequently absent
20c60ae4-f6a7-4ea6-ad63-e8df1fede898,Sigvard,Persson,C,1921,MAN,Inga uppdrag,"Fyrstadskretsen 1979/80
(6.11-19.12.1979, 19.2-1",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0444624665304,Alf,Egnerfors,S,1946,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
bd107f3b-7a7e-43b7-b2fb-33e532784f4a,Birgit,Hjalmarsson,S,1926,KVINNA,Inga uppdrag,Kopparbergs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0465398691116,Eskil,Erlandsson,C,1957,MAN,Tidigare riksdagsledamot,Kronobergs län,1307354,61.41,18.08,15.19,0.21,45.01,11,2002-01-01,2019-01-01,84.81,99.79,44.92,Generally aligned
bc42c1dd-6814-4d7e-9317-f62769755d43,Carl,Lidbom,S,1926,MAN,Inga uppdrag,Östergötlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
cd8812c1-3ef1-4906-a25c-fb8eb6bb42af,Arne,Remgård,L,1928,MAN,Inga uppdrag,Hallands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0447797778718,Sotiris,Delis,M,1955,MAN,Tidigare riksdagsledamot,Jönköpings län,613193,63.91,16.86,13.59,0.17,56.12,5,2014-01-01,2018-01-01,86.41,99.83,56.02,Generally aligned
0619928872229,Laila,Naraghi,S,1982,KVINNA,Tjänstgörande riksdagsledamot,Kalmar län,1416940,50.25,14.86,28.34,0.00,49.90,11,2016-01-01,2026-01-01,71.66,100.00,49.90,Frequently absent
0211294699701,Pether,Nordblad,FP,1948,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0732677378827,Marta,Obminska,M,1979,KVINNA,Tidigare riksdagsledamot,Uppsala län,1391114,55.54,16.33,22.56,0.00,46.59,12,2010-01-01,2022-01-01,77.44,100.00,46.59,Generally aligned
0199809132302,Karin,Falkmer,M,1936,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0186989169008,Nils Oskar,Nilsson,M,1935,MAN,Avliden  2018-12-31,Stockholms län,671825,55.52,24.09,17.03,0.05,80.52,8,2003-01-01,2014-01-01,82.97,99.95,80.48,Often on winning side
1a2fa9b4-df77-4a5d-b61c-8a31ad6e8887,Torsten,Gustafsson,C,1920,MAN,Inga uppdrag,Gotlands län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0802091197024,Andrea,Andersson Tay,V,1988,KVINNA,Tjänstgörande riksdagsledamot,Stockholms län,451606,59.15,17.20,14.54,0.00,43.59,5,2022-01-01,2026-01-01,85.46,100.00,43.59,Generally aligned
0115607185214,Gunnar,Nordmark,L,1954,MAN,Tidigare riksdagsledamot,Kronobergs län,654026,58.70,19.31,17.05,0.53,37.20,5,2002-01-01,2006-01-01,82.95,99.47,37.00,Generally aligned
0393108743200,Hadar,Cars,FP,1933,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
9a19b5e8-dd86-4d85-b069-c8e95d72e862,Märta,Fredrikson,C,1918,KVINNA,Inga uppdrag,Bohuslän,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
6c082ac2-f3ad-4eba-831e-8c6924d06598,Cecilia,Nettelbrandt,L,1922,KVINNA,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0320679739714,Lars,Andersson,NYD,1959,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
11ef9e0c-b951-4729-8577-51768c93100a,Hilding,Johansson,S,1915,MAN,Inga uppdrag,Älvsborgs läns norr,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
085742305813,Patrik,Engström,S,1968,MAN,Tidigare riksdagsledamot,Dalarnas län,1120639,50.33,13.60,30.78,0.00,67.24,8,2014-01-01,2021-01-01,69.22,100.00,67.24,Frequently absent
0134750372407,Gunvor,Norberg,C,1937,KVINNA,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
7c6ffd9b-ac58-429b-8496-84e73011ea6a,Ruth,Anderson,S,1908,KVINNA,Inga uppdrag,Älvsborgs läns norr,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0584183916016,Ulf,Holm,MP,1969,MAN,Tjänstgörande ersättare,Skåne läns södra,1802585,59.01,21.39,15.28,0.97,47.20,16,2002-01-01,2026-01-01,84.72,99.03,46.74,Generally aligned
43c35d2b-50de-4410-bc0e-896d9c776027,Kerstin,Anér,L,1920,KVINNA,Inga uppdrag,Stockholms kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0482689573825,Björn,Wiechel,S,1983,MAN,Tjänstgörande riksdagsledamot,Västerbottens län,1505586,54.77,15.56,22.99,0.02,63.26,13,2014-01-01,2026-01-01,77.01,99.98,63.25,Generally aligned
0205437173407,Ingemar,Konradsson,S,1930,MAN,Avliden  2015-01-16,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
078822921217,Nalin,Pekgul,S,1967,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
c8e84231-01bc-4440-a18f-66a28ee5ca28,Nils-Eric,Gustafsson,C,1922,MAN,Inga uppdrag,Västerbottens län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
012576033427,Hannah,Bergstedt,S,1977,KVINNA,Tidigare riksdagsledamot,Norrbottens län,1631924,57.86,17.84,18.95,0.02,46.41,15,2007-01-01,2022-01-01,81.05,99.98,46.40,Generally aligned
0288805051019,Lars,Johansson,S,1950,MAN,Tidigare riksdagsledamot,Göteborgs kommun,1736973,58.96,21.55,15.31,0.20,54.59,13,2002-01-01,2014-01-01,84.69,99.80,54.48,Generally aligned
0150200797210,Mats,Sander,M,1963,MAN,Tillgänglig ersättare,Skåne läns västra,880876,49.23,20.89,25.25,0.08,70.36,11,2006-01-01,2025-01-01,74.75,99.92,70.30,Frequently absent
0287315215921,Mona,Smedman,C,1975,KVINNA,Tillgänglig ersättare,Värmlands län,120754,59.32,17.58,14.81,0.00,50.57,2,2024-01-01,2025-01-01,85.19,100.00,50.57,Generally aligned
023451344303,Patrik,Norinder,M,1941,MAN,Tidigare riksdagsledamot,Gävleborgs län,654026,58.70,19.31,17.05,0.21,43.44,5,2002-01-01,2006-01-01,82.95,99.79,43.35,Generally aligned
0899112324519,Elisabeth,Svantesson,M,1967,KVINNA,Finansminister,Örebro län,2255238,54.14,18.25,22.80,0.00,55.34,17,2006-01-01,2022-01-01,77.20,100.00,55.34,Generally aligned
0470861746302,Mariann,Ytterberg,S,1941,KVINNA,Tidigare riksdagsledamot,Västmanlands län,654026,58.70,19.31,17.05,0.00,83.35,5,2002-01-01,2006-01-01,82.95,100.00,83.35,Often on winning side
0112898942202,Anne-Marie,von Essen,M,1934,KVINNA,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0355822136816,Lotta,Jonsson,KD,1966,KVINNA,Tidigare ersättare,Södermanlands län,34202,57.03,23.54,17.50,0.00,83.67,1,2007-01-01,2007-01-01,82.50,100.00,83.67,Often on winning side
0294138886823,Martin,Kinnunen,SD,1983,MAN,Tjänstgörande riksdagsledamot,Stockholms län,1792813,53.30,15.23,24.89,0.27,43.94,13,2014-01-01,2026-01-01,75.11,99.73,43.82,Generally aligned
0975144579503,Anne-Katrine,Dunker,M,1949,KVINNA,Tidigare riksdagsledamot,Gävleborgs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0178667655211,Edip,Noyan,M,1956,MAN,Tidigare ersättare,Stockholms län,484412,64.00,19.06,11.96,0.00,98.42,4,2011-01-01,2014-01-01,88.04,100.00,98.42,Often on winning side
0890087624410,Sven-Olof,Petersson,C,1955,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0128805841317,Katarina,Brännström,M,1950,KVINNA,Tidigare riksdagsledamot,Kronobergs län,2424154,54.81,18.29,22.07,0.04,65.75,17,2006-01-01,2022-01-01,77.93,99.96,65.72,Generally aligned
0686532742102,Maria,Hed,S,1943,KVINNA,Status saknas,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
1b87a164-b607-48f0-abba-3b8bdbf67258,Uno,Hedström,S,1915,MAN,Inga uppdrag,Norrbottens län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0873439293805,Jan,Orrenius,KD,1934,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0204240926023,Markus,Wiechel,SD,1988,MAN,Tjänstgörande riksdagsledamot,Västra Götalands läns norra,2082134,54.91,15.75,23.04,0.07,42.42,15,2012-01-01,2026-01-01,76.96,99.93,42.39,Generally aligned
0361964723211,Tomas,Agenberg,S,1973,MAN,Tidigare ersättare,Stockholms kommun,88646,58.50,18.98,16.74,0.00,94.49,2,2004-01-01,2005-01-01,83.26,100.00,94.49,Often on winning side
0125036219125,Nina,Larsson,L,1976,KVINNA,Jämställdhetsminister,Värmlands län,1033389,58.97,23.02,14.34,0.00,68.83,9,2006-01-01,2014-01-01,85.66,100.00,68.83,Generally aligned
0178323535715,Johnny,Svedin,SD,1969,MAN,Tjänstgörande riksdagsledamot,Norrbottens län,451606,59.15,17.20,14.54,0.00,69.32,5,2022-01-01,2026-01-01,85.46,100.00,69.32,Generally aligned
14d44ef5-fb2a-4a49-b68b-b6a13db80a48,Thorvald,Källstad,L,1918,MAN,Inga uppdrag,Göteborgs kommun,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0843906295410,Elving,Andersson,C,1953,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0590042760718,Annicka,Engblom,M,1967,KVINNA,Tidigare riksdagsledamot,Blekinge län,2424154,54.81,18.29,22.07,0.00,60.27,17,2006-01-01,2022-01-01,77.93,100.00,60.27,Generally aligned
072019517020,Amir,Adan,M,1985,MAN,Tidigare riksdagsledamot,Stockholms kommun,1312589,61.77,17.99,15.15,0.00,73.09,10,2010-01-01,2020-01-01,84.85,100.00,73.09,Often on winning side
0503029811325,David,Josefsson,M,1983,MAN,Tjänstgörande riksdagsledamot,Göteborgs kommun,1146465,47.40,14.20,31.27,0.03,55.13,9,2018-01-01,2026-01-01,68.73,99.97,55.11,Frequently absent
0797642182211,Mats G,Nilsson,M,1968,MAN,Tidigare riksdagsledamot,Stockholms kommun,452304,53.16,26.81,17.56,0.00,94.98,5,2006-01-01,2010-01-01,82.44,100.00,94.98,Often on winning side
042327212304,Pontus,Wiklund,KD,1929,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0340418158820,Daniel,Persson,SD,1982,MAN,Tjänstgörande riksdagsledamot,Gävleborgs län,451606,59.15,17.20,14.54,0.00,71.02,5,2022-01-01,2026-01-01,85.46,100.00,71.02,Often on winning side
ff29f3ab-0df4-4030-84c4-97d9668eec92,Torsten,Fredriksson,S,1910,MAN,Inga uppdrag,Kopparbergs län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0480085646428,Erik,Andersson,M,1974,MAN,Tidigare riksdagsledamot,Stockholms län,613891,63.93,16.84,13.60,0.06,58.67,5,2014-01-01,2018-01-01,86.40,99.94,58.63,Generally aligned
37402af9-5b2a-4c83-962c-75239c6d7b3f,Inger,Josefsson,C,1931,KVINNA,Inga uppdrag,Älvsborgs läns södr,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0446541913415,Allan,Widman,L,1964,MAN,Tidigare riksdagsledamot,Malmö kommun,3078180,55.64,18.51,21.01,0.08,54.85,21,2002-01-01,2022-01-01,78.99,99.92,54.81,Generally aligned
0682989845822,Håkan,Svenneling,V,1985,MAN,Tjänstgörande riksdagsledamot,Värmlands län,1792813,53.30,15.23,24.89,0.08,41.52,13,2014-01-01,2026-01-01,75.11,99.92,41.49,Generally aligned
0654974921901,Hans,Karlsson,S,1948,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0841422940412,Carina,Grönhagen,S,1968,KVINNA,Tidigare ersättare,Gotlands län,50605,60.28,19.70,14.38,0.69,96.55,1,2004-01-01,2004-01-01,85.62,99.31,95.88,Often on winning side
0644864705800,Karl Gustaf,Sjödin,NYD,1948,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0479355987014,Christina,Pettersson,S,1949,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
8dbad74b-f91c-44f2-9d49-279f19c42980,Essen,Lindahl,S,1916,MAN,Inga uppdrag,Stockholms län,0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0422439378601,Georg,Andersson,S,1936,MAN,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0373223420310,Niclas,Malmberg,MP,1970,MAN,Tillgänglig ersättare,Uppsala län,613193,63.91,16.86,13.59,0.00,89.30,5,2014-01-01,2018-01-01,86.41,100.00,89.30,Often on winning side
090502404202,Mats O,Karlsson,S,1943,MAN,Tidigare ersättare,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
0351107680112,Maria,Leissner,FP,1956,KVINNA,Tidigare riksdagsledamot,"",0,0,0,0,0,0,0,,,100.0,100.0,0,No voting record
