hjid,country_id,country_value,data_value,indicator_id,indicator_value,year_date,data__data_element_hjid
2493038,DK,Denmark,"",DT.NFL.UNRW.CD,"Net official flows from UN agencies, UNRWA (current US$)",2004,
2342143,FI,Finland,"",SE.SEC.CUAT.PO.ZS,"Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)",1978,
2315969,SE,Sweden,97.51096,SE.PRM.NINT.FE.ZS,"Net intake rate in grade 1, female (% of official school-age population)",2014,
2356063,SE,Sweden,"",DT.TDS.DECT.CD,"Debt service on external debt, total (TDS, current US$)",1967,
2475595,SE,Sweden,94.1798934936523,PV.PER.RNK,Political Stability and Absence of Violence/Terrorism: Percentile Rank,2000,
2726001,FI,Finland,4.43168585127125,TM.VAL.MRCH.R1.ZS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),2019,
2937527,FI,Finland,"",SI.RMT.COST.IB.ZS,Average transaction cost of sending remittances to a specific country (%),2005,
2951162,FI,Finland,7.23339606269849,SP.POP.6064.FE.5Y,"Population ages 60-64, female (% of female population)",2009,
2590936,US,United States,1245860075443.47,NY.ADJ.NNTY.CD,Adjusted net national income (current US$),1973,
2664904,DK,Denmark,-3.94744935187279,NE.CON.PRVT.PC.KD.ZG,Households and NPISHs Final consumption expenditure per capita growth (annual %),2009,
2977749,GB,United Kingdom,"",DT.NFL.PCBK.CD,"PPG, commercial banks (NFL, current US$)",1996,
2663039,NO,Norway,"",GC.TAX.GSRV.RV.ZS,Taxes on goods and services (% of revenue),1966,
2747831,GB,United Kingdom,"",TM.TAX.MRCH.BC.ZS,"Binding coverage, all products (%)",1961,
3010795,NO,Norway,"",DT.NFL.PBND.CD,"PPG, bonds (NFL, current US$)",2004,
2578218,SE,Sweden,0,NY.GDP.DISC.KN,Discrepancy in expenditure estimate of GDP (constant LCU),2009,
2700115,DK,Denmark,"",DC.DAC.LTUL.CD,"Net bilateral aid flows from DAC donors, Lithuania (current US$)",1995,
2780980,DK,Denmark,34696.2539896632,NY.GNP.PCAP.KD,GNI per capita (constant 2015 US$),1991,
2668146,NO,Norway,"",FX.OWN.TOTL.PL.ZS,"Account ownership at a financial institution or with a mobile-money-service provider, primary education or less (% of population ages 15+)",2011,
2898218,US,United States,"",DT.TDS.MLAT.PG.ZS,Multilateral debt service (% of public and publicly guaranteed debt service),1962,
2708413,US,United States,4.2,SH.DYN.2024,"Probability of dying among youth ages 20-24 years (per 1,000)",2011,
2415651,NO,Norway,5613087364.48356,NY.GNP.MKTP.CD,GNI (current US$),1961,
2372216,DK,Denmark,16.2010440080542,NY.ADJ.DKAP.GN.ZS,Adjusted savings: consumption of fixed capital (% of GNI),2021,
2740421,GB,United Kingdom,"",GC.TAX.YPKG.ZS,"Taxes on income, profits and capital gains (% of total taxes)",1965,
2352772,DK,Denmark,446863,SE.SEC.ENRL,"Secondary education, pupils",2003,
2828663,US,United States,13.0500001907349,SE.TER.CUAT.MS.ZS,"Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)",2018,
2749819,US,United States,"",IT.NET.SECR,Secure Internet servers,1983,
2565421,SE,Sweden,"",SE.TER.CUAT.MS.MA.ZS,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",1963,
2345282,FI,Finland,1080000,IT.MLT.MAIN,Fixed telephone subscriptions,2011,
2423784,NO,Norway,32000000,BM.KLT.DINV.CD.WD,"Foreign direct investment, net outflows (BoP, current US$)",1970,
2957103,FI,Finland,"",IC.BRE.LB.P1,B-READY: Labor Pillar 1: Quality of Labor Regulations,1998,
2382087,NO,Norway,"",NE.CON.PRVT.PP.KD,"Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",1976,
2320993,SE,Sweden,2.45520533656241,GC.NFN.TOTL.GD.ZS,Net investment in nonfinancial assets (% of GDP),2012,
2887356,US,United States,137066000000,BX.KLT.DINV.CD.WD,"Foreign direct investment, net inflows (BoP, current US$)",2020,
2316628,GB,United Kingdom,"",BX.GSR.INSF.ZS,"Insurance and financial services (% of service exports, BoP)",1961,
2772887,GB,United Kingdom,11460112996.2673,BM.GSR.ROYL.CD,"Charges for the use of intellectual property, payments (BoP, current US$)",2008,
2685462,DK,Denmark,22,SH.DTH.1014,Number of deaths ages 10-14 years,2022,
2328562,SE,Sweden,4.37,EN.GHG.N2O.AG.MT.CE.AR5,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),1971,
2897097,US,United States,"",IC.BRE.BE.P1,B-READY: Business Entry Pillar 1: Quality of Regulations for Business Entry,1974,
2858419,US,United States,"",EN.GHG.CO2.LU.FL.MT.CE.AR5,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),1998,
2849231,US,United States,"",NV.IND.MANF.KD,"Manufacturing, value added (constant 2015 US$)",1981,
2676491,NO,Norway,"",SH.MMR.DTHS,Number of maternal deaths,1971,
2573024,GB,United Kingdom,"",SE.SEC.CMPT.LO.MA.ZS,"Lower secondary completion rate, male (% of relevant age group)",2024,
2813905,GB,United Kingdom,3.88,SH.STA.SUIC.FE.P5,"Suicide mortality rate, female (per 100,000 female population)",2001,
2966964,GB,United Kingdom,23.4178380703779,TM.VAL.OTHR.ZS.WT,"Computer, communications and other services (% of commercial service imports)",1990,
2358134,SE,Sweden,"",TX.VAL.TRAN.ZS.WT,Transport services (% of commercial service exports),1960,
2738905,DK,Denmark,3536.23974586372,EG.USE.PCAP.KG.OE,Energy use (kg of oil equivalent per capita),2002,
3021810,NO,Norway,"",SE.SEC.CUAT.UP.MA.ZS,"Educational attainment, at least completed upper secondary, population 25+, male (%) (cumulative)",1962,
2966275,GB,United Kingdom,4.03868138370289,SP.POP.7579.MA.5Y,"Population ages 75-79, male (% of male population)",2024,
2877537,GB,United Kingdom,"",SH.STA.BASS.RU.ZS,"People using at least basic sanitation services, rural (% of rural population)",1964,
2894741,US,United States,76713000000,NY.GSR.NFCY.CN,Net primary income (Net income from abroad) (current LCU),2004,
2781683,DK,Denmark,2.82692168535247,NY.GDP.DEFL.KD.ZG.AD,"Inflation, GDP deflator: linked series (annual %)",2020,
2692204,DK,Denmark,"",NE.GDI.FPRV.CN,"Gross fixed capital formation, private sector (current LCU)",1984,
2702378,US,United States,"",SG.TIM.UWRK.FE,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",1987,
2727371,FI,Finland,"",SP.DYN.WFRT,Wanted fertility rate (births per woman),2023,
2693896,DK,Denmark,"",LP.EXP.DURS.MD,"Lead time to export, median case (days)",2005,
2840579,NO,Norway,"",SE.SEC.ENRL.TC.ZS,"Pupil-teacher ratio, secondary",2007,
2991259,GB,United Kingdom,"",SP.REG.BRTH.ZS,Completeness of birth registration (%),1986,
2691515,NO,Norway,"",DT.NFL.UNID.CD,"Net official flows from UN agencies, UNIDIR (current US$)",2014,
2753166,FI,Finland,18966,SE.SEC.TCHR.FE,"Secondary education, teachers, female",1974,
2968948,GB,United Kingdom,28374205034.6869,NY.ADJ.SVNG.CD,"Adjusted net savings, including particulate emission damage (current US$)",1992,
2960804,FI,Finland,0.10087551,SH.XPD.EHEX.PC.CD,External health expenditure per capita (current US$),2003,
2749588,FI,Finland,"",DT.ODA.ODAT.XP.ZS,Net ODA received (% of central government expense),2006,
2646357,DK,Denmark,"",PA.NUS.PRVT.PP,"PPP conversion factor, private consumption (LCU per international $)",1961,
2345773,DK,Denmark,63,SH.DTH.1519,Number of deaths ages 15-19 years,2022,
2745142,DK,Denmark,15.67,SH.STA.SUIC.MA.P5,"Suicide mortality rate, male (per 100,000 male population)",2016,
2817945,GB,United Kingdom,71.0143737792969,SE.PRE.ENRR.MA,"School enrollment, preprimary, male (% gross)",2006,
2537055,DK,Denmark,5.47782534069195,SP.POP.4549.MA.5Y,"Population ages 45-49, male (% of male population)",1976,
2956910,FI,Finland,"",IP.TMK.NRCT,"Trademark applications, nonresident, by count",1996,
2741791,GB,United Kingdom,"",TX.VAL.TECH.CD,High-technology exports (current US$),1998,
2741627,DK,Denmark,"",TM.VAL.INSF.ZS.WT,Insurance and financial services (% of commercial service imports),1965,
2600997,DK,Denmark,"",SE.SEC.CMPT.LO.MA.ZS,"Lower secondary completion rate, male (% of relevant age group)",1984,
2682434,DK,Denmark,"",SH.STA.OWGH.ME.ZS,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",2024,
2537560,NO,Norway,"",DT.NFL.UNRW.CD,"Net official flows from UN agencies, UNRWA (current US$)",2002,
2924489,FI,Finland,3524902,SP.POP.1564.TO,"Population ages 15-64, total",2012,
3016470,NO,Norway,"",DC.DAC.FRAL.CD,"Net bilateral aid flows from DAC donors, France (current US$)",1989,
2392966,US,United States,"",RL.STD.ERR,Rule of Law: Standard Error,1966,
2635993,DK,Denmark,5.95789934429316,ST.INT.XPND.MP.ZS,"International tourism, expenditures (% of total imports)",2011,
2834364,NO,Norway,"",per_lm_alllm.cov_pop_tot,Coverage of unemployment benefits and ALMP (% of population),2023,
2893843,US,United States,"",RQ.PER.RNK,Regulatory Quality: Percentile Rank,1982,
2665546,DK,Denmark,3.4653247868368,GC.XPN.TRFT.ZS,Subsidies and other transfers (% of expense),1986,
2829224,NO,Norway,10.5188058404097,FS.AST.CGOV.GD.ZS,"Claims on central government, etc. (% GDP)",1978,
2590464,US,United States,"",DT.NFL.UNCD.CD,"Net official flows from UN agencies, UNCDF (current US$)",1963,
2748415,DK,Denmark,6116.89199229142,NY.GDP.PCAP.CD,GDP per capita (current US$),1973,
2518851,SE,Sweden,"",BM.GSR.CMCP.ZS,"Communications, computer, etc. (% of service imports, BoP)",1963,
2678411,DK,Denmark,5.54688760609067,SP.POP.5559.MA.5Y,"Population ages 55-59, male (% of male population)",1961,
2490675,US,United States,14,VA.NO.SRC,Voice and Accountability: Number of Sources,2009,
2980490,GB,United Kingdom,"",SE.XPD.SECO.PC.ZS,"Government expenditure per student, secondary (% of GDP per capita)",1975,
2929338,FI,Finland,0.2146,EN.GHG.N2O.BU.MT.CE.AR5,Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),1991,
2712809,GB,United Kingdom,"",SE.TER.CUAT.MS.MA.ZS,"Educational attainment, at least Master's or equivalent, population 25+, male (%) (cumulative)",1970,
3008263,NO,Norway,"",SH.STA.ODFC.UR.ZS,"People practicing open defecation, urban (% of urban population)",1967,
2651426,DK,Denmark,"",NV.IND.MANF.KD.ZG,"Manufacturing, value added (annual % growth)",1961,
2696318,DK,Denmark,"",FR.INR.LEND,Lending interest rate (%),1975,
2941348,FI,Finland,110.881446838379,SE.SEC.ENRR.FE,"School enrollment, secondary, female (% gross)",2008,
2964940,FI,Finland,"",BM.GSR.TOTL.CD,"Imports of goods, services and primary income (BoP, current US$)",1973,
2346379,FI,Finland,"",SL.UEM.1524.NE.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",1963,
2424255,FI,Finland,"",IC.BRE.BL.P2,B-READY: Business Location Pillar 2: Quality of Public Services and Transparency of Information for Business Location,2003,
2921100,FI,Finland,"",SE.SEC.CUAT.LO.ZS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",1973,
2813228,NO,Norway,18.6893144905264,SP.POP.0014.FE.ZS,"Population ages 0-14, female (% of female population)",2007,
2468267,SE,Sweden,49233501805.8122,NE.DAB.TOTL.CD,Gross national expenditure (current US$),1972,
2955618,FI,Finland,1.2024209636302,PA.NUS.PPPC.RF,Price level ratio of PPP conversion factor (GDP) to market exchange rate,2013,
2408007,SE,Sweden,90394785622.0937,TX.VAL.SERV.CD.WT,Commercial service exports (current US$),2021,
2731890,DK,Denmark,"",SH.STA.HYGN.RU.ZS,"People with basic handwashing facilities including soap and water, rural (% of rural population)",2010,
2599430,GB,United Kingdom,"",IC.FRM.LOTM.ZS,Firms where largest owner is also the top manager (% of firms),1969,
2953662,FI,Finland,"",SL.TLF.0714.SW.FE.ZS,"Children in employment, study and work, female (% of female children in employment, ages 7-14)",2019,
2609348,GB,United Kingdom,99.4665840409206,NE.DAB.TOTL.ZS,Gross national expenditure (% of GDP),1997,
2510687,US,United States,"",SI.DST.10TH.10,Income share held by highest 10%,1961,
2666896,DK,Denmark,"",GC.TAX.EXPT.CN,Taxes on exports (current LCU),2023,
2582111,SE,Sweden,"",IE.PPI.WATR.CD,Investment in water and sanitation with private participation (current US$),2012,
2956521,FI,Finland,"",IQ.SPI.PIL1,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100),1995,
2996416,GB,United Kingdom,"",IC.FRM.EXS.ZS,Firms exporting directly at least 10% of sales (% of firms),1968,
2446331,SE,Sweden,"",SL.EMP.1524.SP.MA.ZS,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",1962,
2467842,SE,Sweden,5.89994569586514,NE.EXP.GNFS.KD.ZG,Exports of goods and services (annual % growth),1972,
2540201,SE,Sweden,1.72596271269234,EG.ELC.COAL.ZS,Electricity production from coal sources (% of total),1991,
2418290,SE,Sweden,"",SH.PRV.SMOK,Prevalence of current tobacco use (% of adults),1964,
3016473,NO,Norway,"",DC.DAC.FRAL.CD,"Net bilateral aid flows from DAC donors, France (current US$)",1986,
2799653,US,United States,134.9498,EN.GHG.N2O.AG.MT.CE.AR5,Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),2012,
2740491,DK,Denmark,"",TX.VAL.TECH.CD,High-technology exports (current US$),1960,
2889153,US,United States,"",DC.DAC.FRAL.CD,"Net bilateral aid flows from DAC donors, France (current US$)",1988,
2820326,US,United States,"",SH.HIV.0014,Children (0-14) living with HIV,2022,
2533560,DK,Denmark,"",DT.ODA.OATL.CD,Net official aid received (current US$),2019,
2411939,SE,Sweden,14.8510194609248,SP.POP.65UP.MA.ZS,"Population ages 65 and above, male (% of male population)",2003,
2774079,DK,Denmark,14.231,SL.UEM.1524.NE.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",2014,
2993803,GB,United Kingdom,0.108356162342484,BX.TRF.PWKR.DT.GD.ZS,"Personal remittances, received (% of GDP)",2021,
2491502,GB,United Kingdom,"",DT.NFL.UNDP.CD,"Net official flows from UN agencies, UNDP (current US$)",1992,
2923944,FI,Finland,8.2689639475448,SP.POP.1014.FE.5Y,"Population ages 10-14, female (% of female population)",1970,
2892732,NO,Norway,"",IQ.CPA.REVN.XQ,CPIA efficiency of revenue mobilization rating (1=low to 6=high),2003,
2409374,SE,Sweden,1.37724521689017,TM.VAL.MRCH.R1.ZS,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),1995,
2726836,FI,Finland,51.3438794872361,TG.VAL.TOTL.GD.ZS,Merchandise trade (% of GDP),1994,
2785935,NO,Norway,"",SL.UEM.1524.NE.ZS,"Unemployment, youth total (% of total labor force ages 15-24) (national estimate)",1993,
2737706,DK,Denmark,"",MS.MIL.TOTL.TF.ZS,Armed forces personnel (% of total labor force),1976,
2787902,DK,Denmark,"",BN.RES.INCL.CD,"Reserves and related items (BoP, current US$)",1963,
2901698,US,United States,10.7,SL.UEM.1524.FE.NE.ZS,"Unemployment, youth female (% of female labor force ages 15-24) (national estimate)",1990,
2887583,US,United States,431143000000,BX.GSR.GNFS.CD,"Exports of goods and services (BoP, current US$)",1988,
2780821,NO,Norway,295904510998.079,NY.ADJ.NNTY.KD,Adjusted net national income (constant 2015 US$),2020,
2419658,SE,Sweden,"",SH.XPD.GHED.GD.ZS,Domestic general government health expenditure (% of GDP),1961,
2757331,GB,United Kingdom,2.682,SL.UEM.ADVN.MA.ZS,"Unemployment with advanced education, male (% of male labor force with advanced education)",2017,
2683845,NO,Norway,"",SN.ITK.DEFC.ZS,Prevalence of undernourishment (% of population),1988,
2785706,DK,Denmark,"",EG.ELC.PETR.ZS,Electricity production from oil sources (% of total),1962,
2718852,DK,Denmark,8.40816326530612,NV.MNF.TXTL.ZS.UN,Textiles and clothing (% of value added in manufacturing),1970,
2383013,SE,Sweden,"",SH.STA.SMSS.RU.ZS,"People using safely managed sanitation services, rural (% of rural population)",1961,
2410668,SE,Sweden,"",TM.TAX.MANF.SM.AR.ZS,"Tariff rate, applied, simple mean, manufactured products (%)",1992,
2668356,NO,Norway,"",SH.MED.NUMW.P3,"Nurses and midwives (per 1,000 people)",1967,
2742394,DK,Denmark,6.26713439589022,SP.POP.0004.FE.5Y,"Population ages 00-04, female (% of female population)",1998,
2402774,SE,Sweden,98.9013642668968,ER.GDP.FWTL.M3.KD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",1993,
2527330,SE,Sweden,"",SE.LPV.PRIM.LD.MA,Male pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,1988,
2893741,US,United States,92.9245300292969,RL.PER.RNK.UPPER,"Rule of Law: Percentile Rank, Upper Bound of 90% Confidence Interval",2023,
2943414,FI,Finland,18031038000,NE.CON.TOTL.CN,Final consumption expenditure (current LCU),1978,
2628097,DK,Denmark,"",IC.BRE.BE.OS,B-READY: Business Entry: Overall Score,1977,
2442090,SE,Sweden,37.7526,EN.GHG.CO2.MT.CE.AR5,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),2022,
2947610,FI,Finland,27.91297,SE.XPD.TERT.ZS,Expenditure on tertiary education (% of government expenditure on education),2014,
2669327,DK,Denmark,432.149575902412,ER.GDP.FWTL.M3.KD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",2004,
2873575,US,United States,2.30986367968539,TX.VAL.MRCH.R5.ZS,Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),2020,
2746286,NO,Norway,"",EN.POP.EL5M.UR.ZS,Urban population living in areas where elevation is below 5 meters (% of total population),1960,
3017923,NO,Norway,8990,AG.LND.AGRI.K2,Agricultural land (sq. km),1977,
2333597,SE,Sweden,50043.5643057908,NY.GNP.PCAP.KD,GNI per capita (constant 2015 US$),2008,
2989815,GB,United Kingdom,0.748,EN.GHG.N2O.PI.MT.CE.AR5,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),1989,
3013340,NO,Norway,"",FR.INR.DPST,Deposit interest rate (%),1990,
2776427,DK,Denmark,"",SE.PRM.TCAQ.MA.ZS,"Trained teachers in primary education, male (% of male teachers)",1973,
2894911,US,United States,"",NY.ADJ.AEDU.GN.ZS,Adjusted savings: education expenditure (% of GNI),1964,
2547125,US,United States,"",SH.STA.AIRP.P5,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)",2016,
2383228,SE,Sweden,7.51785318866254,NV.IND.MANF.KD.ZG,"Manufacturing, value added (annual % growth)",2022,
2422872,NO,Norway,"",SL.TLF.BASC.MA.ZS,"Labor force with basic education, male (% of male working-age population with basic education)",1962,
2841409,FI,Finland,"",LP.IMP.DURS.MD,"Lead time to import, median case (days)",1972,
2752177,DK,Denmark,"",BM.GSR.ROYL.CD,"Charges for the use of intellectual property, payments (BoP, current US$)",1976,
2811493,GB,United Kingdom,592.8679,EN.GHG.ALL.LU.MT.CE.AR5,Total greenhouse gas emissions including LULUCF (Mt CO2e),2012,
