ministry_code,committee,decision_type,decision_quarter,decision_year,quarter_num,total_proposals,approved_proposals,rejected_proposals,referred_back_proposals,committee_referral_proposals,other_decisions,approval_rate,rejection_rate,committee_referral_rate,earliest_proposal_date,latest_proposal_date
Utrikesdepartementet, Bifall,Acklamation,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-08,2007-03-08
Justitiedepartementet,Bifall,"",2018-07-01 00:00:00+00,2018,3,2,2,0,0,0,0,100.00,0.00,0.00,2018-08-28,2018-08-28
N,Bifall,"",2002-04-01 00:00:00+00,2002,2,3,2,0,0,1,0,66.67,0.00,33.33,2002-04-15,2002-05-29
Justitiedepartementet,delvis bifall,"",2001-01-01 00:00:00+00,2001,1,2,0,0,0,2,0,0.00,0.00,100.00,2001-01-01,2001-01-01
Ju, Bifall,Röstning,2012-07-01 00:00:00+00,2012,3,1,1,0,0,0,0,100.00,0.00,0.00,2012-09-21,2012-09-21
M t.o.m. -04," Bifall,  Bifall,  Bifall,  Bifall,  Delvis bifall",Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-03-12,2003-03-12
SB, Bifall,Röstning,2008-07-01 00:00:00+00,2008,3,1,1,0,0,0,0,100.00,0.00,0.00,2008-07-15,2008-07-15
N," Bifall,  Bifall",Acklamation,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-05-07,2003-05-07
Miljö- och energidepartementet,Bifall,"",2017-04-01 00:00:00+00,2017,2,7,7,0,0,0,0,100.00,0.00,0.00,2017-04-19,2017-06-01
M, Bifall,Acklamation,2014-04-01 00:00:00+00,2014,2,2,2,0,0,0,0,100.00,0.00,0.00,2014-04-02,2014-04-02
JU," Delvis bifall,  Delvis bifall,  Delvis bifall,  Bifall,  Delvis bifall",Acklamation,2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-03-17,2009-03-17
JU, Delvis bifall,Acklamation,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-03,2004-03-03
Miljödepartementet,Bifall,"",2022-10-01 00:00:00+00,2022,4,2,2,0,0,0,0,100.00,0.00,0.00,2022-10-11,2022-12-13
Socialdepartementet,Bifall,"",2015-01-01 00:00:00+00,2015,1,3,3,0,0,0,0,100.00,0.00,0.00,2015-03-16,2015-03-20
Ku, Bifall,Acklamation,2013-07-01 00:00:00+00,2013,3,1,1,0,0,0,0,100.00,0.00,0.00,2013-09-26,2013-09-26
N, Bifall,Röstning,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-12-22,2004-12-22
N, Bifall,Acklamation,2005-01-01 00:00:00+00,2005,1,5,5,0,0,0,0,100.00,0.00,0.00,2005-02-15,2005-03-22
Näringsdepartementet,Bifall,"",2018-01-01 00:00:00+00,2018,1,1,1,0,0,0,0,100.00,0.00,0.00,2018-03-06,2018-03-06
JO, Bifall,Acklamation,2006-10-01 00:00:00+00,2006,4,1,1,0,0,0,0,100.00,0.00,0.00,2006-11-08,2006-11-08
Utrikesdepartementet,Bifall,"",2019-10-01 00:00:00+00,2019,4,2,2,0,0,0,0,100.00,0.00,0.00,2019-10-16,2019-10-17
A,"","",2009-01-01 00:00:00+00,2009,1,1,1,0,0,0,0,100.00,0.00,0.00,2009-03-17,2009-03-17
Finansdepartementet," Bifall,  Bifall,  Delvis bifall,  Bifall",Acklamation,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-10-16,2003-10-16
M t.o.m. -04, Bifall,Acklamation,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-12-14,2004-12-14
Finansdepartementet,Bifall,"",2015-01-01 00:00:00+00,2015,1,8,8,0,0,0,0,100.00,0.00,0.00,2015-01-12,2015-03-17
U t.o.m. -04, Bifall,Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-01-21,2003-01-21
JU,"","",2003-07-01 00:00:00+00,2003,3,1,1,0,0,0,0,100.00,0.00,0.00,2003-09-30,2003-09-30
JU," Bifall,  Bifall",Acklamation,2009-10-01 00:00:00+00,2009,4,2,2,0,0,0,0,100.00,0.00,0.00,2009-10-14,2009-10-15
Jordbruksdepartementet,Bifall,"",2000-01-01 00:00:00+00,2000,1,1,0,0,0,1,0,0.00,0.00,100.00,2000-01-01,2000-01-01
Fö, Bifall,Acklamation,2009-01-01 00:00:00+00,2009,1,2,2,0,0,0,0,100.00,0.00,0.00,2009-03-12,2009-03-19
Utbildningsdepartementet,bifall,"",2001-01-01 00:00:00+00,2001,1,2,0,0,0,2,0,0.00,0.00,100.00,2001-01-01,2001-01-01
Näringsdepartementet,Bifall,"",2014-04-01 00:00:00+00,2014,2,2,2,0,0,0,0,100.00,0.00,0.00,2014-06-05,2014-06-17
FI, Bifall,Acklamation,2010-10-01 00:00:00+00,2010,4,20,20,0,0,0,0,100.00,0.00,0.00,2010-10-06,2010-12-06
M  t.o.m. 1 jan-07," Bifall,  Bifall",Röstning,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-21,2006-03-21
S," Bifall,  Delvis bifall,  Delvis bifall",Acklamation,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-05-28,2003-05-28
S, Bifall,Röstning,2011-07-01 00:00:00+00,2011,3,1,1,0,0,0,0,100.00,0.00,0.00,2011-09-21,2011-09-21
JU,"","",2001-04-01 00:00:00+00,2001,2,1,0,0,0,1,0,0.00,0.00,100.00,2001-05-30,2001-05-30
Försvarsdepartementet,Bifall,"",2017-01-01 00:00:00+00,2017,1,1,1,0,0,0,0,100.00,0.00,0.00,2017-03-17,2017-03-17
Ju," Delvis bifall,  Bifall","",2010-10-01 00:00:00+00,2010,4,1,1,0,0,0,0,100.00,0.00,0.00,2010-12-08,2010-12-08
S, Delvis bifall,Acklamation,2008-04-01 00:00:00+00,2008,2,1,1,0,0,0,0,100.00,0.00,0.00,2008-04-14,2008-04-14
N," Delvis bifall,  Bifall",Acklamation,2004-07-01 00:00:00+00,2004,3,1,1,0,0,0,0,100.00,0.00,0.00,2004-09-28,2004-09-28
Finansdepartementet,Bifall,"",2022-04-01 00:00:00+00,2022,2,5,4,1,0,0,0,80.00,20.00,0.00,2022-04-19,2022-06-07
S, Bifall,Acklamation,2003-04-01 00:00:00+00,2003,2,1,1,0,0,0,0,100.00,0.00,0.00,2003-05-28,2003-05-28
S," Bifall,  Delvis bifall",Acklamation,2008-04-01 00:00:00+00,2008,2,1,1,0,0,0,0,100.00,0.00,0.00,2008-06-02,2008-06-02
UD, Bifall,Röstning,2011-10-01 00:00:00+00,2011,4,2,2,0,0,0,0,100.00,0.00,0.00,2011-11-09,2011-11-09
JU," Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2007-07-01 00:00:00+00,2007,3,1,1,0,0,0,0,100.00,0.00,0.00,2007-09-11,2007-09-11
S," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2013-01-01 00:00:00+00,2013,1,1,1,0,0,0,0,100.00,0.00,0.00,2013-03-25,2013-03-25
S, Bifall,Acklamation,2006-10-01 00:00:00+00,2006,4,1,1,0,0,0,0,100.00,0.00,0.00,2006-12-19,2006-12-19
Kulturdepartementet,Bifall,"",2015-07-01 00:00:00+00,2015,3,1,1,0,0,0,0,100.00,0.00,0.00,2015-09-29,2015-09-29
U," Bifall,  Bifall",Acklamation,2009-10-01 00:00:00+00,2009,4,1,1,0,0,0,0,100.00,0.00,0.00,2009-12-08,2009-12-08
L, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,3,3,0,0,0,0,100.00,0.00,0.00,2014-03-11,2014-03-18
U t.o.m. 1 jan-07, Bifall,Röstning,2006-10-01 00:00:00+00,2006,4,1,1,0,0,0,0,100.00,0.00,0.00,2006-11-07,2006-11-07
Justitiedepartementet,Bifall,"",2002-01-01 00:00:00+00,2002,1,3,0,0,0,3,0,0.00,0.00,100.00,2002-03-07,2002-03-14
A, Bifall,Röstning,2009-10-01 00:00:00+00,2009,4,1,1,0,0,0,0,100.00,0.00,0.00,2009-11-13,2009-11-13
Socialdepartementet,Bifall,"",2019-10-01 00:00:00+00,2019,4,1,1,0,0,0,0,100.00,0.00,0.00,2019-10-15,2019-10-15
N, Bifall,Acklamation,2010-04-01 00:00:00+00,2010,2,7,7,0,0,0,0,100.00,0.00,0.00,2010-04-01,2010-06-22
Fö, Bifall,Acklamation,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-28,2007-03-28
S, Bifall,"",2005-10-01 00:00:00+00,2005,4,1,1,0,0,0,0,100.00,0.00,0.00,2005-11-30,2005-11-30
FI, Bifall,Acklamation,2011-01-01 00:00:00+00,2011,1,7,7,0,0,0,0,100.00,0.00,0.00,2011-01-18,2011-03-22
N, Bifall,Röstning,2013-01-01 00:00:00+00,2013,1,2,2,0,0,0,0,100.00,0.00,0.00,2013-02-19,2013-02-26
KU," Bifall,  Bifall,  Bifall",Acklamation,2013-04-01 00:00:00+00,2013,2,1,1,0,0,0,0,100.00,0.00,0.00,2013-04-23,2013-04-23
JU, Bifall,Acklamation,2009-07-01 00:00:00+00,2009,3,3,3,0,0,0,0,100.00,0.00,0.00,2009-09-10,2009-09-30
FI," Bifall,  Bifall,  Delvis bifall,  Bifall",Acklamation,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-17,2004-03-17
S, Delvis bifall,Röstning,2008-01-01 00:00:00+00,2008,1,1,1,0,0,0,0,100.00,0.00,0.00,2008-03-27,2008-03-27
S," Bifall,  Bifall,  Bifall",Acklamation,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-11-19,2003-11-19
JO," Bifall,  Bifall,  Bifall",Röstning,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-20,2006-03-20
UD, Bifall,Acklamation,2010-01-01 00:00:00+00,2010,1,3,3,0,0,0,0,100.00,0.00,0.00,2010-01-01,2010-02-18
JO, Bifall,Acklamation,2009-04-01 00:00:00+00,2009,2,2,2,0,0,0,0,100.00,0.00,0.00,2009-05-13,2009-05-26
JU," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-10-25,2004-10-25
Justitiedepartementet,Bifall,"",2017-04-01 00:00:00+00,2017,2,13,13,0,0,0,0,100.00,0.00,0.00,2017-04-11,2017-06-27
Försvarsdepartementet,Bifall,"",2025-07-01 00:00:00+00,2025,3,3,3,0,0,0,0,100.00,0.00,0.00,2025-09-08,2025-09-30
U, Bifall,Acklamation,2010-10-01 00:00:00+00,2010,4,3,3,0,0,0,0,100.00,0.00,0.00,2010-10-07,2010-12-09
Ju, Bifall,Röstning,2014-04-01 00:00:00+00,2014,2,4,4,0,0,0,0,100.00,0.00,0.00,2014-04-03,2014-05-07
U, Bifall,Röstning,2009-10-01 00:00:00+00,2009,4,1,1,0,0,0,0,100.00,0.00,0.00,2009-10-08,2009-10-08
U, Bifall,Röstning,2009-01-01 00:00:00+00,2009,1,2,2,0,0,0,0,100.00,0.00,0.00,2009-02-10,2009-03-17
FI," Bifall,  Delvis bifall",Acklamation,2010-04-01 00:00:00+00,2010,2,1,1,0,0,0,0,100.00,0.00,0.00,2010-05-06,2010-05-06
FI, Delvis bifall,Röstning,2007-10-01 00:00:00+00,2007,4,6,6,0,0,0,0,100.00,0.00,0.00,2007-10-17,2007-10-29
M, Delvis bifall,Röstning,2009-04-01 00:00:00+00,2009,2,1,1,0,0,0,0,100.00,0.00,0.00,2009-06-04,2009-06-04
UD,Bifall,"",2001-10-01 00:00:00+00,2001,4,1,0,0,0,1,0,0.00,0.00,100.00,2001-12-28,2001-12-28
S, Bifall,Acklamation,2013-01-01 00:00:00+00,2013,1,3,3,0,0,0,0,100.00,0.00,0.00,2013-01-03,2013-03-12
Finansdepartementet,Bifall,"",2018-04-01 00:00:00+00,2018,2,4,4,0,0,0,0,100.00,0.00,0.00,2018-04-06,2018-05-03
FI, Bifall,Röstning,2013-10-01 00:00:00+00,2013,4,3,3,0,0,0,0,100.00,0.00,0.00,2013-10-15,2013-10-24
Justitiedepartementet,Bifall,"",2019-07-01 00:00:00+00,2019,3,2,2,0,0,0,0,100.00,0.00,0.00,2019-09-09,2019-09-09
M  t.o.m. 1 jan-07, Bifall,Röstning,2006-01-01 00:00:00+00,2006,1,1,1,0,0,0,0,100.00,0.00,0.00,2006-03-22,2006-03-22
JU," Bifall,  Bifall,  Bifall",Röstning,2008-07-01 00:00:00+00,2008,3,1,1,0,0,0,0,100.00,0.00,0.00,2008-09-25,2008-09-25
U, Bifall,Acklamation,2011-10-01 00:00:00+00,2011,4,1,1,0,0,0,0,100.00,0.00,0.00,2011-12-13,2011-12-13
Finansdepartementet,Bifall,"",2017-01-01 00:00:00+00,2017,1,8,8,0,0,0,0,100.00,0.00,0.00,2017-01-25,2017-03-28
N, Delvis bifall,Acklamation,2008-07-01 00:00:00+00,2008,3,1,1,0,0,0,0,100.00,0.00,0.00,2008-09-17,2008-09-17
Finansdepartementet,bifall till propositionen,"",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
Justitiedepartementet,Bifall,"",2022-01-01 00:00:00+00,2022,1,1,1,0,0,0,0,100.00,0.00,0.00,2022-02-15,2022-02-15
JU," Bifall,  Delvis bifall",Acklamation,2005-01-01 00:00:00+00,2005,1,2,2,0,0,0,0,100.00,0.00,0.00,2005-03-16,2005-03-23
Ku, Bifall,Acklamation,2009-04-01 00:00:00+00,2009,2,1,1,0,0,0,0,100.00,0.00,0.00,2009-06-04,2009-06-04
Ju, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,27,27,0,0,0,0,100.00,0.00,0.00,2014-01-08,2014-03-31
N," Bifall,  Delvis bifall",Acklamation,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-06-02,2004-06-02
N,Delvis bifall,"",2001-10-01 00:00:00+00,2001,4,4,0,0,0,4,0,0.00,0.00,100.00,2001-11-20,2001-12-05
Justitiedepartementet,"","",2001-01-01 00:00:00+00,2001,1,1,0,0,0,1,0,0.00,0.00,100.00,2001-01-01,2001-01-01
N, Bifall,Röstning,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-09,2007-03-09
UD, Bifall,Acklamation,2004-01-01 00:00:00+00,2004,1,2,2,0,0,0,0,100.00,0.00,0.00,2004-02-25,2004-03-01
FI, Bifall,Acklamation,2013-10-01 00:00:00+00,2013,4,10,10,0,0,0,0,100.00,0.00,0.00,2013-10-01,2013-10-24
FI, Bifall,Acklamation,2004-10-01 00:00:00+00,2004,4,5,5,0,0,0,0,100.00,0.00,0.00,2004-10-12,2004-10-26
Ju, Bifall,Röstning,2013-04-01 00:00:00+00,2013,2,2,2,0,0,0,0,100.00,0.00,0.00,2013-04-05,2013-06-04
Arbetsmarknadsdepartementet,Bifall,"",2021-01-01 00:00:00+00,2021,1,1,1,0,0,0,0,100.00,0.00,0.00,2021-03-16,2021-03-16
S, Avslag,Röstning,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-10-18,2004-10-18
L, Bifall,Röstning,2013-10-01 00:00:00+00,2013,4,1,1,0,0,0,0,100.00,0.00,0.00,2013-10-01,2013-10-01
N," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-12-17,2004-12-17
Ku, Bifall,Röstning,2009-07-01 00:00:00+00,2009,3,1,1,0,0,0,0,100.00,0.00,0.00,2009-09-24,2009-09-24
Socialdepartementet,Avslag,"",2017-04-01 00:00:00+00,2017,2,2,0,2,0,0,0,0.00,100.00,0.00,2017-04-06,2017-04-06
Fö, Bifall,Röstning,2009-04-01 00:00:00+00,2009,2,1,1,0,0,0,0,100.00,0.00,0.00,2009-05-25,2009-05-25
Justitiedepartementet,Bifall,"",2015-10-01 00:00:00+00,2015,4,7,7,0,0,0,0,100.00,0.00,0.00,2015-10-06,2015-12-17
S, Bifall,Röstning,2012-01-01 00:00:00+00,2012,1,1,1,0,0,0,0,100.00,0.00,0.00,2012-03-19,2012-03-19
Fö, Delvis bifall,Acklamation,2011-10-01 00:00:00+00,2011,4,1,1,0,0,0,0,100.00,0.00,0.00,2011-12-06,2011-12-06
U," Bifall,  Bifall",Röstning,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-20,2007-03-20
Försvarsdepartementet,Bifall,"",2025-04-01 00:00:00+00,2025,2,1,1,0,0,0,0,100.00,0.00,0.00,2025-05-22,2025-05-22
S," Bifall,  Bifall",Röstning,2006-04-01 00:00:00+00,2006,2,1,1,0,0,0,0,100.00,0.00,0.00,2006-04-11,2006-04-11
Försvarsdepartementet,Bifall,"",2015-04-01 00:00:00+00,2015,2,1,1,0,0,0,0,100.00,0.00,0.00,2015-04-23,2015-04-23
"", Bifall,Acklamation,2014-04-01 00:00:00+00,2014,2,4,4,0,0,0,0,100.00,0.00,0.00,2014-04-08,2014-04-15
N,Bifall,"",2001-07-01 00:00:00+00,2001,3,1,0,0,0,1,0,0.00,0.00,100.00,2001-09-17,2001-09-17
S, Bifall,Acklamation,2012-04-01 00:00:00+00,2012,2,2,2,0,0,0,0,100.00,0.00,0.00,2012-04-18,2012-05-10
N, Bifall,Acklamation,2005-07-01 00:00:00+00,2005,3,1,1,0,0,0,0,100.00,0.00,0.00,2005-09-27,2005-09-27
FI, Bifall,Röstning,2011-07-01 00:00:00+00,2011,3,2,2,0,0,0,0,100.00,0.00,0.00,2011-09-20,2011-09-20
A, Bifall,Acklamation,2007-10-01 00:00:00+00,2007,4,1,1,0,0,0,0,100.00,0.00,0.00,2007-11-14,2007-11-14
Justitiedepartementet,Bifall,"",2022-04-01 00:00:00+00,2022,2,5,5,0,0,0,0,100.00,0.00,0.00,2022-04-19,2022-04-19
UD, Delvis bifall,Röstning,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-10-28,2004-10-28
Socialdepartementet,Bifall,"",2023-04-01 00:00:00+00,2023,2,1,1,0,0,0,0,100.00,0.00,0.00,2023-06-20,2023-06-20
Finansdepartementet,Delvis bifall,"",2002-01-01 00:00:00+00,2002,1,1,0,0,0,1,0,0.00,0.00,100.00,2002-03-27,2002-03-27
S, Delvis bifall,Acklamation,2006-04-01 00:00:00+00,2006,2,1,1,0,0,0,0,100.00,0.00,0.00,2006-04-18,2006-04-18
U, Bifall,Acklamation,2009-07-01 00:00:00+00,2009,3,1,1,0,0,0,0,100.00,0.00,0.00,2009-09-29,2009-09-29
UD, Bifall,Röstning,2013-10-01 00:00:00+00,2013,4,1,1,0,0,0,0,100.00,0.00,0.00,2013-11-07,2013-11-07
JO, Bifall,Röstning,2003-10-01 00:00:00+00,2003,4,1,1,0,0,0,0,100.00,0.00,0.00,2003-12-15,2003-12-15
M, Delvis bifall,Acklamation,2007-01-01 00:00:00+00,2007,1,2,2,0,0,0,0,100.00,0.00,0.00,2007-01-22,2007-03-16
JU,Bifall,"",2002-01-01 00:00:00+00,2002,1,18,0,0,0,18,0,0.00,0.00,100.00,2002-01-29,2002-03-21
Miljö- och energidepartementet,Bifall,"",2017-01-01 00:00:00+00,2017,1,6,6,0,0,0,0,100.00,0.00,0.00,2017-01-30,2017-03-21
JU," Bifall,  Bifall,  Bifall",Acklamation,2002-10-01 00:00:00+00,2002,4,1,1,0,0,0,0,100.00,0.00,0.00,2002-10-22,2002-10-22
M  t.o.m. 1 jan-07, Delvis bifall,Röstning,2005-04-01 00:00:00+00,2005,2,1,1,0,0,0,0,100.00,0.00,0.00,2005-04-01,2005-04-01
Kulturdepartementet,Bifall,"",2015-01-01 00:00:00+00,2015,1,1,1,0,0,0,0,100.00,0.00,0.00,2015-03-20,2015-03-20
Arbetsmarknadsdepartementet,Bifall,"",2024-04-01 00:00:00+00,2024,2,1,1,0,0,0,0,100.00,0.00,0.00,2024-04-09,2024-04-09
Utrikesdepartementet, Bifall,Acklamation,2004-07-01 00:00:00+00,2004,3,1,1,0,0,0,0,100.00,0.00,0.00,2004-09-30,2004-09-30
N, Bifall,Acklamation,2014-04-01 00:00:00+00,2014,2,2,2,0,0,0,0,100.00,0.00,0.00,2014-04-01,2014-04-29
JO, Bifall,Acklamation,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-10-20,2004-10-20
JU, Bifall,Röstning,2009-04-01 00:00:00+00,2009,2,2,2,0,0,0,0,100.00,0.00,0.00,2009-05-26,2009-06-04
Justitiedepartementet,Bifall,"",2014-07-01 00:00:00+00,2014,3,2,2,0,0,0,0,100.00,0.00,0.00,2014-09-02,2014-09-10
A, Delvis bifall,Acklamation,2013-01-01 00:00:00+00,2013,1,1,1,0,0,0,0,100.00,0.00,0.00,2013-02-19,2013-02-19
A, Bifall,Acklamation,2009-07-01 00:00:00+00,2009,3,1,1,0,0,0,0,100.00,0.00,0.00,2009-09-16,2009-09-16
JU," Bifall,  Bifall,  Bifall",Röstning,2007-01-01 00:00:00+00,2007,1,1,1,0,0,0,0,100.00,0.00,0.00,2007-03-14,2007-03-14
M t.o.m. -04," Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2004-01-01 00:00:00+00,2004,1,1,1,0,0,0,0,100.00,0.00,0.00,2004-03-16,2004-03-16
S," Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-03-20,2003-03-20
S, Bifall,Röstning,2013-01-01 00:00:00+00,2013,1,4,4,0,0,0,0,100.00,0.00,0.00,2013-03-18,2013-03-20
Klimat- och näringslivsdepartementet,Bifall,"",2024-01-01 00:00:00+00,2024,1,2,2,0,0,0,0,100.00,0.00,0.00,2024-03-19,2024-03-19
JU, Bifall,Röstning,2005-01-01 00:00:00+00,2005,1,2,2,0,0,0,0,100.00,0.00,0.00,2005-01-25,2005-03-31
UD, Bifall,Röstning,2011-01-01 00:00:00+00,2011,1,1,1,0,0,0,0,100.00,0.00,0.00,2011-03-29,2011-03-29
JU, Delvis bifall,Acklamation,2005-10-01 00:00:00+00,2005,4,3,3,0,0,0,0,100.00,0.00,0.00,2005-10-18,2005-10-25
UD, Bifall,Acklamation,2006-01-01 00:00:00+00,2006,1,4,4,0,0,0,0,100.00,0.00,0.00,2006-01-17,2006-03-21
Finansdepartementet,Bifall,"",2024-04-01 00:00:00+00,2024,2,5,5,0,0,0,0,100.00,0.00,0.00,2024-04-11,2024-04-16
Finansdepartementet,Bifall,"",2015-04-01 00:00:00+00,2015,2,6,6,0,0,0,0,100.00,0.00,0.00,2015-04-15,2015-06-30
FI, Bifall,Röstning,2012-01-01 00:00:00+00,2012,1,2,2,0,0,0,0,100.00,0.00,0.00,2012-02-22,2012-03-27
Utrikesdepartementet,Delvis bifall,"",2016-10-01 00:00:00+00,2016,4,1,1,0,0,0,0,100.00,0.00,0.00,2016-10-27,2016-10-27
UD, Bifall,Acklamation,2014-01-01 00:00:00+00,2014,1,3,3,0,0,0,0,100.00,0.00,0.00,2014-03-12,2014-03-25
KUD t.o.m. -04,"","",2001-04-01 00:00:00+00,2001,2,1,0,0,0,1,0,0.00,0.00,100.00,2001-06-13,2001-06-13
Näringsdepartementet, Bifall,Röstning,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-05-27,2004-05-27
FI, Bifall,Acklamation,2004-07-01 00:00:00+00,2004,3,1,1,0,0,0,0,100.00,0.00,0.00,2004-09-28,2004-09-28
JU, Delvis bifall,Acklamation,2004-10-01 00:00:00+00,2004,4,1,1,0,0,0,0,100.00,0.00,0.00,2004-10-13,2004-10-13
Ju, Bifall,Acklamation,2011-07-01 00:00:00+00,2011,3,1,1,0,0,0,0,100.00,0.00,0.00,2011-08-31,2011-08-31
U t.o.m. -04, Bifall,Acklamation,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-04-15,2004-04-15
L, Bifall,Acklamation,2014-04-01 00:00:00+00,2014,2,1,1,0,0,0,0,100.00,0.00,0.00,2014-04-02,2014-04-02
Näringsdepartementet,Bifall,"",2015-01-01 00:00:00+00,2015,1,3,3,0,0,0,0,100.00,0.00,0.00,2015-03-11,2015-03-17
FI, Bifall,Acklamation,2012-04-01 00:00:00+00,2012,2,6,6,0,0,0,0,100.00,0.00,0.00,2012-04-10,2012-06-20
N, Avslag,Röstning,2004-04-01 00:00:00+00,2004,2,1,1,0,0,0,0,100.00,0.00,0.00,2004-06-18,2004-06-18
U t.o.m. -04, Bifall,Acklamation,2004-07-01 00:00:00+00,2004,3,1,1,0,0,0,0,100.00,0.00,0.00,2004-09-28,2004-09-28
S," Bifall,  Bifall,  Bifall,  Bifall,  Bifall",Acklamation,2013-07-01 00:00:00+00,2013,3,1,1,0,0,0,0,100.00,0.00,0.00,2013-09-24,2013-09-24
UD, Bifall,Röstning,2013-04-01 00:00:00+00,2013,2,1,1,0,0,0,0,100.00,0.00,0.00,2013-05-30,2013-05-30
L, Bifall,Acklamation,2011-01-01 00:00:00+00,2011,1,2,2,0,0,0,0,100.00,0.00,0.00,2011-01-01,2011-02-02
S, Bifall,Acklamation,2011-10-01 00:00:00+00,2011,4,3,3,0,0,0,0,100.00,0.00,0.00,2011-10-05,2011-11-16
FI, Bifall,Röstning,2005-04-01 00:00:00+00,2005,2,4,4,0,0,0,0,100.00,0.00,0.00,2005-04-04,2005-05-24
Socialdepartementet,Bifall,"",2015-10-01 00:00:00+00,2015,4,2,2,0,0,0,0,100.00,0.00,0.00,2015-11-05,2015-12-17
N, Bifall,Röstning,2012-01-01 00:00:00+00,2012,1,1,1,0,0,0,0,100.00,0.00,0.00,2012-03-19,2012-03-19
Landsbygds- och infrastrukturdepartementet,Bifall,"",2025-01-01 00:00:00+00,2025,1,7,7,0,0,0,0,100.00,0.00,0.00,2025-01-21,2025-03-25
M t.o.m. -04, Bifall,Acklamation,2003-01-01 00:00:00+00,2003,1,1,1,0,0,0,0,100.00,0.00,0.00,2003-01-22,2003-01-22
FI, Bifall,Acklamation,2006-10-01 00:00:00+00,2006,4,3,3,0,0,0,0,100.00,0.00,0.00,2006-11-07,2006-12-13
Utrikesdepartementet,Bifall,"",2001-07-01 00:00:00+00,2001,3,1,0,0,0,1,0,0.00,0.00,100.00,2001-09-06,2001-09-06
FI, Bifall,"",2012-07-01 00:00:00+00,2012,3,1,1,0,0,0,0,100.00,0.00,0.00,2012-09-19,2012-09-19
FI, Bifall,Röstning,2003-04-01 00:00:00+00,2003,2,2,2,0,0,0,0,100.00,0.00,0.00,2003-04-15,2003-04-15
Arbetsmarknadsdepartementet,Bifall,"",2025-01-01 00:00:00+00,2025,1,1,1,0,0,0,0,100.00,0.00,0.00,2025-03-18,2025-03-18
JU, Bifall,Acklamation,2005-10-01 00:00:00+00,2005,4,10,10,0,0,0,0,100.00,0.00,0.00,2005-10-04,2005-12-21
N, Avslag,Röstning,2008-10-01 00:00:00+00,2008,4,1,0,1,0,0,0,0.00,100.00,0.00,2008-10-28,2008-10-28
