embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male
H101TU1,5,2876475,TU1,2013/14,Utgiftsområde 22 Kommunikationer,Anslaget för Gotlandstrafiken,0,TU,2013-12-10,2013-12-10,FDB67F15-A8A9-4CC1-B4A5-340DF2FA55C8,röstning,"""V""",3,utskottet,SAKFRÅGAN,HUVUD,TU1,2013-12-17,1963,349,310,17,0,22,t,f,88.83,4.87,6.30,0.00,55.87
GS01JUU25,2,2303020,JUU25,2004/05,Godkännande av rambeslut om verkställighet av förverkandebeslut,Följdlagstiftning i propositioner om rambeslut,0,JUU,2005-03-10,2006-03-15,C6E47B78-C1EA-4BA6-9EC0-2BB27FE6E480,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,JUU25,2005-03-10,1954,349,221,40,1,87,t,f,63.32,11.46,24.93,0.29,54.44
GQ01KU33,1,2303037,KU33,2002/03,Digitala TV-sändningar,Den marksända televisionens övergång till digital teknik,0,KU,2003-05-15,2006-03-15,C8AAA94F-878F-11D7-AED3-0004755030A2,röstning,"""m"",""fp""",1,utskottet,SAKFRÅGAN,HUVUD,KU33,2003-05-15,1954,349,209,87,0,53,t,f,59.89,24.93,15.19,0.00,55.30
GW01FiU23,2,2222272,FiU23,2008/09,Riksbankens förvaltning 2008,Sveriges förhållande till euron,0,FIU,2009-04-06,2009-04-06,22036DD8-DCDF-4658-8C9F-7D03472B7083,röstning,"""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,FiU23,2009-04-06,1958,349,250,35,1,63,t,f,71.63,10.03,18.05,0.29,52.15
H001JuU11,2,2808248,JuU11,2012/13,Processrättsliga frågor,Hemliga tvångsmedel vid organiserad brottslighet,0,JUU,2013-02-20,2013-02-20,2EEFAFE1-6AF7-497B-B940-DF4975136FE6,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,JuU11,2013-02-20,1963,349,267,20,0,62,t,f,76.50,5.73,17.77,0.00,56.73
GT01SoU31,13,2224939,SoU31,2005/06,"Socialtjänst
(förnyad behandling)",Vistelsebegreppet enligt socialtjänstlagen m.m.,0,SOU,2006-05-16,2006-05-23,661567DC-8004-45A5-88F1-B1FA8722AACC,röstning,"""m"",""c"",""fp"",""kd""",16,utskottet,SAKFRÅGAN,HUVUD,SoU31,2006-05-16,1954,349,158,129,2,60,t,f,45.27,36.96,17.19,0.57,53.30
H101MJU28,1,2902602,MJU28,2013/14,Svenska miljömål,Miljömålssystemet,0,MJU,2014-06-11,2014-06-11,24CF12B8-1B88-4041-8ABA-268D7A7930FC,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,MJU28,2014-06-24,1963,349,178,143,0,28,t,f,51.00,40.97,8.02,0.00,56.45
GU01SkU15,1,2222381,SkU15,2006/07,"Skattelättnader för hushållstjänster, m.m.",Skattelättnader för hushållstjänster,0,SKU,2007-05-23,2007-05-23,1A6D9E26-AB3A-4A0F-8AFC-2F6C3278451B,röstning,"""s"",""v""",1,utskottet,SAKFRÅGAN,HUVUD,SkU15,2007-05-23,1958,349,158,135,14,42,t,f,45.27,38.68,12.03,4.01,51.58
GS01SFU17,3,2225380,SFU17,2004/05,Ny instans- och processordning i utlännings- och medborgarskapsärenden,Utseende av offentligt biträde m.m.,0,SFU,2005-08-22,2006-03-15,AA40116E-411C-4CD1-ABC4-3543F14CE261,röstning,"""c"",""fp"",""kd""",3,utskottet,SAKFRÅGAN,HUVUD,SFU17,2005-08-22,1954,349,219,92,0,38,t,f,62.75,26.36,10.89,0.00,54.15
GZ01FiU39,1,2769759,FiU39,2011/12,Geografisk utvidgning av verksamhetsområdet för Europeiska utvecklingsbanken till södra och östra Medelhavsregionen,Utvidgning av verksamhetsområdet för Europeiska utvecklingsbanken,0,FIU,2012-05-21,2012-05-21,551A11C7-03FC-41F2-A60C-7A27D7C5CB44,röstning,"""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,FiU39,2012-05-21,1963,349,241,42,19,47,t,f,69.05,12.03,13.47,5.44,57.02
H001TU2,5,2804406,TU2,2012/13,Transportsystemets inriktning,Transportpolitiken och klimatmålen,0,TU,2012-12-07,2012-12-07,05CDCF53-6F4D-489C-950E-53D55FF0200F,röstning,"""S"",""MP"",""V""",5,utskottet,SAKFRÅGAN,HUVUD,TU2,2012-12-07,1963,349,187,150,0,12,t,f,53.58,42.98,3.44,0.00,57.02
GZ01SfU11,3,2768358,SfU11,2011/12,Arbetskraftsinvandring,Övrigt om arbetskraftsinvandring,0,SFU,2012-05-21,2012-05-21,4617BEDC-208A-4B92-BD91-4CFFE2CC51AF,röstning,"""SD""",4,utskottet,SAKFRÅGAN,HUVUD,SfU11,2012-05-21,1963,349,171,19,118,41,t,f,49.00,5.44,11.75,33.81,57.02
H001FiU26,1,2820696,FiU26,2012/13,Kommunala frågor,Vinstutdelning i offentligt finansierade välfärdsverksamheter,0,FIU,2013-03-15,2013-03-18,6DDF5A2F-944B-402F-9CFC-DB9F67C16F4E,röstning,"""V""",1,utskottet,SAKFRÅGAN,HUVUD,FiU26,2013-03-15,1963,349,299,19,2,29,t,f,85.67,5.44,8.31,0.57,56.16
GU01FiU6,3,2302995,FiU6,2006/07,Redovisning av AP-fondernas verksamhet 2001–2005 (skr. 2005/06:210),Regionala utvecklingsfonder,0,FIU,2006-11-14,2006-11-14,2300C2FF-D476-445A-882E-EE1C305964A7,röstning,"""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,FiU6,2006-11-14,1958,349,261,30,1,57,t,f,74.79,8.60,16.33,0.29,53.01
GS01BOU4,11,2289340,BOU4,2004/05,Naturresursfrågor och vattenrätt,Nationalstadsparken,0,BOU,2004-11-23,2006-03-15,DAFAD9EC-2E6A-11D9-AE59-000475504780,röstning,"""c""",11,utskottet,SAKFRÅGAN,HUVUD,BOU4,2004-11-23,1954,349,240,17,14,78,t,f,68.77,4.87,22.35,4.01,53.87
GZ01JuU8,1,2728434,JuU8,2011/12,De brottsbekämpande myndigheternas tillgång till uppgifter om elektronisk kommunikation,Avslag på regeringens förslag om utlämnande av abonnemangsuppgifter,0,JUU,2012-04-26,2012-04-26,CBC5900C-4B81-48CD-82D3-3F1C216F3B3A,röstning,"""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,JuU8,2012-04-26,1963,349,260,39,1,49,t,f,74.50,11.17,14.04,0.29,57.02
GR01SFU9,4,2293788,SFU9,2003/04,Lokalt utvecklingsarbete i storstäderna m.m.,Sfi och praktik,0,SFU,2004-03-02,2006-03-15,ADB065A0-6052-11D8-A31E-00104B565558,röstning,"""m"",""c""",4,utskottet,SAKFRÅGAN,HUVUD,SFU9,2004-03-02,1954,349,216,49,0,84,t,f,61.89,14.04,24.07,0.00,54.73
H101MJU9,15,2877312,MJU9,2013/14,Fiskeripolitik,Förutsättningar för vattenbruk,0,MJU,2014-02-24,2014-02-24,096C93C7-8990-4D1A-A59C-588D223D4C07,röstning,"""SD""",16,utskottet,SAKFRÅGAN,HUVUD,MJU9,2014-03-05,1963,349,288,18,0,43,t,f,82.52,5.16,12.32,0.00,57.02
GX01SoU12,1,2310282,SoU12,2009/10,Socialtjänst,Vistelsebegreppet,0,SOU,2010-03-24,2010-03-24,D3005E95-345F-4FB8-80CD-795AE803C2E5,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SoU12,2010-03-24,1959,349,153,145,0,51,t,f,43.84,41.55,14.61,0.00,53.01
GS01SFU8,1,2289085,SFU8,2004/05,Allmänna motioner om socialavgifter,Minskade socialavgifter,0,SFU,2005-02-17,2006-03-15,AFDBB5F7-8199-11D9-8997-000423231A6B,röstning,"""kd""",2,utskottet,MOTIVFRÅGAN,HUVUD,SFU8,2005-02-17,1954,349,222,45,27,55,t,f,63.61,12.89,15.76,7.74,54.15
GT01JuU22,13,2222313,JuU22,2005/06,Straffrättsliga frågor,Otillbörliga medel vid människohandelsbrott,0,JUU,2006-03-23,2006-03-27,3EE14C65-D6CA-4349-9397-8BF0505DE90B,röstning,"""m"",""c"",""fp"",""kd"",""mp""",11,reservation 11,SAKFRÅGAN,HUVUD,JuU22,2006-03-23,1954,349,146,148,0,55,f,f,41.83,42.41,15.76,0.00,54.44
GR01KRU2,7,2284284,KRU2,2003/04,Arkeologi på uppdrag,Översyn av lagen (1988:950) om kulturminnen,0,KRU,2003-09-30,2006-03-15,D643015F-CCD3-48F8-9F0D-4E500D7E7490,röstning,"""m"",""c"",""fp"",""kd""",5,utskottet,SAKFRÅGAN,HUVUD,KRU2,2003-09-30,1954,349,164,129,0,56,t,f,46.99,36.96,16.05,0.00,55.30
GR01KU13,13,2285842,KU13,2003/04,Val och regeringsbildning,Utvidgad rösträtt för andra än svenska medborgare,0,KU,2004-03-23,2006-03-15,D359366C-0713-44A4-B928-8C34E1E2C321,röstning,"""v""",6,utskottet,SAKFRÅGAN,HUVUD,KU13,2004-03-23,1954,349,245,29,11,64,t,f,70.20,8.31,18.34,3.15,55.01
GZ01JuU1,25,2720015,JuU1,2011/12,Utgiftsområde 4 Rättsväsendet,Polisutbildningen,0,JUU,2011-12-08,2011-12-08,589DC225-6BE7-4515-8A81-3F8D7F2BB5B3,röstning,"""S"",""MP"",""V""",17,utskottet,SAKFRÅGAN,HUVUD,JuU1,2011-12-08,1963,349,181,145,0,23,t,f,51.86,41.55,6.59,0.00,55.59
GZ01MJU15,8,2767801,MJU15,2011/12,Fiskeripolitik,Ålförvaltningen,0,MJU,2012-04-13,2012-04-13,7E7EBBB6-301F-4913-8D90-795629A28768,röstning,"""MP"",""V""",13,utskottet,SAKFRÅGAN,HUVUD,MJU15,2012-04-13,1963,349,170,38,91,50,t,f,48.71,10.89,14.33,26.07,57.02
GV01SoU9,4,2242219,SoU9,2007/08,Statligt tandvårdsstöd,Allmänt tandvårdsbidrag,0,SOU,2008-03-26,2008-03-26,BE57B1AB-429C-42F8-8313-82228D146FE0,röstning,"""mp""",5,utskottet,SAKFRÅGAN,HUVUD,SoU9,2008-03-26,1958,349,275,15,19,40,t,f,78.80,4.30,11.46,5.44,53.30
GW01KrU6,4,2222208,KrU6,2008/09,Ungdomspolitik och trossamfundsfrågor,Fördelningsprinciperna för bidrag till trossamfund,0,KRU,2009-03-06,2009-03-06,3550E819-3409-4C20-A996-E2FA2058B286,röstning,"""mp""",3,utskottet,SAKFRÅGAN,HUVUD,KrU6,2009-03-06,1959,349,294,17,0,38,t,f,84.24,4.87,10.89,0.00,51.86
GZ01SfU2,1,2728427,SfU2,2011/12,Utgiftsområde 8 Migration,Anslag under utgiftsområde 8 Migration,0,SFU,2011-12-01,2011-12-01,3B9EE39F-43E0-4AB6-9C85-B1DE65AF8B70,röstning,"""SD""",1,utskottet,MOTIVFRÅGAN,HUVUD,SfU2,2011-12-01,1963,349,177,100,37,35,t,f,50.72,28.65,10.03,10.60,55.59
GV01UbU7,8,2287245,UbU7,2007/08,Förskolan,Vårdnadsbidragets negtativa effekter på kvaliteten i förskolan,0,UBU,2008-02-25,2008-02-25,C0FBB9CC-1047-4114-AA1F-D05328C11C3B,röstning,"""s"",""v""",8,utskottet,SAKFRÅGAN,HUVUD,UbU7,2008-02-25,1958,349,160,126,0,63,t,f,45.85,36.10,18.05,0.00,52.72
GS01UBU1,21,2230513,UBU1,2004/05,Utgiftsområde        16       Utbildning       ochuniversitetsforskning,Avgiftsfrihet för studenter från Sverige och övriga EES-området,0,UBU,2004-11-30,2006-03-15,E3B7BF65-45CA-11D9-AE51-000475505133,röstning,"""mp""",20,utskottet,SAKFRÅGAN,HUVUD,UBU1,2004-11-30,1954,349,300,14,0,35,t,f,85.96,4.01,10.03,0.00,53.30
H101KU22,3,2899267,KU22,2013/14,Vallagsfrågor,Gemensamma valsedlar,0,KU,2014-03-20,2014-03-20,C8B56BC6-475C-441A-803E-FAADD3D6B65E,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,KU22,2014-03-27,1963,349,266,19,0,64,t,f,76.22,5.44,18.34,0.00,56.45
GT01JuU14,29,2222353,JuU14,2005/06,Polisfrågor,"Uppsägning av dömda poliser, m.m.",0,JUU,2006-03-14,2006-03-16,36419A52-46E7-4536-B050-198AD7D9325A,röstning,"""kd""",32,utskottet,SAKFRÅGAN,HUVUD,JuU14,2006-03-14,1954,349,239,23,0,87,t,f,68.48,6.59,24.93,0.00,54.44
GS01AU8,2,2226092,AU8,2004/05,Arbetsrätt,Översyn av arbetsrätten m.m.,0,AU,2005-04-12,2006-03-15,EF5DED6D-93D5-4AB5-9498-F6A8EC6297D9,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,AU8,2005-04-12,1954,349,141,111,0,97,t,f,40.40,31.81,27.79,0.00,54.73
GZ01CU16,2,2752555,CU16,2011/12,Familjerätt,Talerätt i mål om fastställande av faderskap,0,CU,2012-03-15,2012-03-15,1B5F4492-8DD8-4D1E-802C-0296BBDB97F6,röstning,"""S"",""SD""",2,utskottet,SAKFRÅGAN,HUVUD,CU16,2012-03-15,1963,349,191,119,0,39,t,f,54.73,34.10,11.17,0.00,55.87
H001NU1,1,2803606,NU1,2012/13,Utgiftsområde 24 Näringsliv,Näringspolitikens inriktning,0,NU,2012-12-04,2012-12-04,A034BCF3-C44C-4BC2-9D38-E210D38FAD65,röstning,"""S""",1,utskottet,SAKFRÅGAN,HUVUD,NU1,2012-12-04,1963,349,151,94,55,49,t,f,43.27,26.93,14.04,15.76,57.02
GT01LU14,12,2222618,LU14,2005/06,Ersättningsrättsliga frågor,Överfallsskyddet i hemförsäkringar,0,LU,2006-02-14,2006-02-22,221685A2-6B81-4A52-B3E4-A7C50DE731A2,röstning,"""c"",""v""",10,utskottet,SAKFRÅGAN,HUVUD,LU14,2006-02-14,1954,349,233,50,0,66,t,f,66.76,14.33,18.91,0.00,54.15
GV01TU12,1,2288618,TU12,2007/08,Post och grundläggande betaltjänster,Ansvar för postservice,0,TU,2008-04-15,2008-04-15,0E9DF31E-2368-461C-B371-F3117FE32277,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,TU12,2008-04-15,1958,349,151,143,0,55,t,f,43.27,40.97,15.76,0.00,53.30
GT01LU28,4,2283932,LU28,2005/06,"Förenklade redovisningsregler, m.m.",Uppföljning,0,LU,2006-05-18,2006-06-01,75D7D3E2-9CF1-47D8-9459-BB106F6A7F9A,röstning,"""kd""",3,utskottet,SAKFRÅGAN,HUVUD,LU28,2006-05-18,1954,349,258,29,0,62,t,f,73.93,8.31,17.77,0.00,53.30
H001MJU12,11,2826021,MJU12,2012/13, Naturvård och biologisk mångfald m.m.,Täktbestämmelser,0,MJU,2013-03-25,2013-03-25,C99F25D4-4B21-4DD4-BA0E-EAFED605BC25,röstning,"""MP"",""V""",15,utskottet,SAKFRÅGAN,HUVUD,MJU12,2013-03-25,1963,349,259,35,1,54,t,f,74.21,10.03,15.47,0.29,56.16
GW01UU10,20,2222070,UU10,2008/09,Berättelse om verksamheten i Europeiska unionen under 2008,Miljö- och jordbrukspolitik,0,UU,2009-04-27,2009-04-28,9C81467D-FE5E-4BCC-BD69-C4E0317A539A,röstning,"""s"",""v"",""mp""",17,utskottet,SAKFRÅGAN,HUVUD,UU10,2009-04-27,1959,349,153,145,0,51,t,f,43.84,41.55,14.61,0.00,52.44
GW01SkU27,1,2222168,SkU27,2008/09,Ökade möjligheter till skatteanstånd,Ökade möjligheter till skatteanstånd,0,SKU,2009-02-19,2009-02-19,E8C414F1-FA0F-4B3F-BFC9-BC97C4A58468,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,SkU27,2009-02-19,1959,349,272,19,0,58,t,f,77.94,5.44,16.62,0.00,52.72
H101NU4,1,2856239,NU4,2013/14,"Strategiskt tillväxtarbete för regional konkurrenskraft, entreprenörskap och sysselsättning",Administration i strukturfondsprojekt,0,NU,2013-10-14,2014-05-23,1B8AA7E0-4358-4130-90EE-C2DACDAADFF0,röstning,"""S"",""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,NU4,2013-10-23,1963,349,176,139,0,34,t,f,50.43,39.83,9.74,0.00,55.59
GX01KrU3,8,2287607,KrU3,2009/10,Radio och tv i allmänhetens tjänst 2010–2013,Underhållning i programutbudet,0,KRU,2009-11-11,2009-11-11,C7A5C831-14E6-4D6B-99DA-F7D927E0644B,röstning,"""s"",""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,KrU3,2009-11-11,1959,349,157,150,0,42,t,f,44.99,42.98,12.03,0.00,53.87
GX01FiU2,13,2222357,FiU2,2009/10,Utgiftsområde 2 Samhällsekonomi och finansförvaltning ,Jämställdhetsperspektiv,0,FIU,2009-12-09,2009-12-09,10D38EB8-F7DB-498E-8511-C6C185AC6605,röstning,"""mp""",3,utskottet,SAKFRÅGAN,HUVUD,FiU2,2009-12-09,1959,349,253,16,20,60,t,f,72.49,4.58,17.19,5.73,53.58
H101SfU1,24,2876290,SfU1,2013/14,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Pensionssystemet,0,SFU,2013-12-02,2013-12-02,551B0CF1-2EF0-4615-9B99-520507EF16A8,röstning,"""MP""",29,utskottet,SAKFRÅGAN,HUVUD,SfU1,2013-12-10,1963,349,176,24,119,30,t,f,50.43,6.88,8.60,34.10,55.87
GQ01UBU1,11,2288409,UBU1,2002/03,Utgiftsområde        16       Utbildning       ochuniversitetsforskning,Barnomsorgskonto,0,UBU,2002-11-28,2006-03-15,2E4EA375-FDF9-11D6-AE70-0004755048D1,röstning,"""kd""",11,utskottet,SAKFRÅGAN,HUVUD,UBU1,2002-11-28,1954,349,277,32,1,39,t,f,79.37,9.17,11.17,0.29,54.73
H101SfU1,25,2876290,SfU1,2013/14,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Premiepension,0,SFU,2013-12-02,2013-12-02,4C82342D-FBFE-4848-881C-F5C8BF51023B,röstning,"""V""",31,utskottet,SAKFRÅGAN,HUVUD,SfU1,2013-12-10,1963,349,300,19,0,30,t,f,85.96,5.44,8.60,0.00,55.87
GS01AU8,11,2226092,AU8,2004/05,Arbetsrätt,Tiden för återanställningsrätt m.m.,0,AU,2005-04-12,2006-03-15,DB3F2865-EB9E-4EB0-930A-90E3E517879C,röstning,"""v""",9,utskottet,SAKFRÅGAN,HUVUD,AU8,2005-04-12,1954,349,227,24,0,98,t,f,65.04,6.88,28.08,0.00,54.73
H101JuU28,3,2903007,JuU28,2013/14,Skärpt straff för mord,Ytterligare åtgärder för att skärpa straffet för mord,0,JUU,2014-04-16,2014-04-16,168C6EB4-0987-439C-80FC-04AC09E6BA01,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,JuU28,2014-04-29,1963,349,293,18,0,38,t,f,83.95,5.16,10.89,0.00,56.73
GT01UU12,5,2232754,UU12,2005/06,Strategisk exportkontroll 2005 - krigsmateriel och produkter med dubbla användningsområden m.m.,Demokrati och de mänskliga rättigheterna,0,UU,2006-04-25,2006-04-27,1D98A7ED-A0D9-40A2-A059-D5048462C778,röstning,"""fp"",""v"",""mp""",4,utskottet,SAKFRÅGAN,HUVUD,UU12,2006-04-25,1954,349,198,74,0,77,t,f,56.73,21.20,22.06,0.00,53.87
H101KrU4,20,2877304,KrU4,2013/14,Läsa för livet,Fördelning av kulturtidskriftsstödet,0,KRU,2013-12-04,2013-12-04,8B93ADFB-0C91-4D21-8DD8-46662E4B9859,röstning,"""SD""",30,utskottet,SAKFRÅGAN,HUVUD,KrU4,2013-12-12,1963,349,283,17,0,49,t,f,81.09,4.87,14.04,0.00,55.87
GZ01UU3,11,2722438,UU3,2011/12,Norden,Barentssamarbete,0,UU,2011-10-19,2011-10-19,49965CA2-FB95-4357-89EF-E9F57E194F92,röstning,"""S"",""V""",9,utskottet,SAKFRÅGAN,HUVUD,UU3,2011-10-19,1963,349,171,108,23,47,t,f,49.00,30.95,13.47,6.59,55.01
GQ01FIU27,1,2290188,FIU27,2002/03,Avgifter vid Riksrevisionen,Avgifter vid Riksrevisionen,0,FIU,2003-05-06,2006-03-15,06B7B353-6434-11D7-89A3-0004755053B2,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,FIU27,2003-05-06,1954,349,263,25,0,61,t,f,75.36,7.16,17.48,0.00,55.30
GV01KrU1,32,2284781,KrU1,2007/08,"Utgiftsområde 17 Kultur,  medier, trossamfund och fritid (prop. 2007/08:1)",Avtal om utbyte av tv-sändningar mellan Sverige och Finland,0,KRU,2007-11-28,2007-11-28,40C42D2F-157D-4772-A187-23D02323EB81,röstning,"""v""",13,utskottet,SAKFRÅGAN,HUVUD,KrU1,2007-11-28,1958,349,271,21,0,57,t,f,77.65,6.02,16.33,0.00,53.01
GU01FiU3,2,2284710,FiU3,2006/07,Utgiftsområde 25 Allmänna bidrag till kommuner (prop. 2006/07:1),Kommunalekonomisk utjämning,0,FIU,2006-12-12,2006-12-13,E14BACF5-B108-4D5D-B536-D646D0BB9620,röstning,"""s"",""v"",""mp""",2,utskottet,MOTIVFRÅGAN,HUVUD,FiU3,2006-12-12,1958,349,159,152,0,38,t,f,45.56,43.55,10.89,0.00,52.72
GZ01SoU23,3,2769261,SoU23,2011/12,Ändrad könstillhörighet,Kravet på åldersgräns för könsbyte,0,SOU,2012-06-01,2012-06-01,F07C90FE-CAF6-4E82-89E7-EB05CD345D3D,röstning,"""MP""",3,utskottet,SAKFRÅGAN,HUVUD,SoU23,2012-06-01,1963,349,266,20,21,42,t,f,76.22,5.73,12.03,6.02,57.02
GT01UbU8,24,2227090,UbU8,2005/06,Vuxenutbildning,Svenskundervisning för invandrare i folkhögskola,0,UBU,2006-02-09,2006-02-17,B5C4BCFD-C36E-4299-83ED-E22B8CF31EEE,röstning,"""s""",25,utskottet,SAKFRÅGAN,HUVUD,UbU8,2006-02-09,1954,349,142,101,0,106,t,f,40.69,28.94,30.37,0.00,54.44
GQ01AU3,10,2284375,AU3,2002/03,"FN-konventionen      mot     kvinnodiskriminering,jämställdhetsfrågor och  andra diskrimineringsfrågorm.m.",Skadestånd i jämställdhetsmål,0,AU,2003-02-06,2006-03-15,DE1EEEC4-3CFC-11D7-AE67-00047552FE03,röstning,"""c"",""fp""",8,utskottet,SAKFRÅGAN,HUVUD,AU3,2003-02-06,1954,349,240,64,0,45,t,f,68.77,18.34,12.89,0.00,53.87
GX01UbU16,4,2303846,UbU16,2009/10,Ny lärarutbildning,Fritidspedagoger,0,UBU,2010-04-19,2010-04-19,DDC8B270-CA21-49DF-9381-385E9E55E65C,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,UbU16,2010-04-19,1959,349,149,142,0,58,t,f,42.69,40.69,16.62,0.00,53.01
GQ01UU2,1,2289262,UU2,2002/03,Internationellt bistånd,Anslagen för 2003 under utgiftsområde 7 Internationellt bistånd,0,UU,2002-11-14,2006-03-15,6CEF970F-FE04-11D6-AF6D-0004755038F6,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,UU2,2002-11-14,1954,349,223,50,47,29,t,f,63.90,14.33,8.31,13.47,54.73
GZ01UU8,8,2728734,UU8,2011/12,Mänskliga rättigheter i svensk utrikespolitik,USA,0,UU,2012-04-10,2012-04-11,316DD5E2-21B4-4A81-AF50-03337E3745C4,röstning,"""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,UU8,2012-04-10,1963,349,257,36,0,56,t,f,73.64,10.32,16.05,0.00,56.73
GW01UU6,2,2222087,UU6,2008/09,"Frihet från förtryck – 
Sveriges demokratibistånd",De medborgerliga och politiska rättigheterna m.m.,0,UU,2009-03-02,2009-03-02,9AAAF870-F9A4-4220-BAB0-5AC9579AAC5A,röstning,"""s"",""v""",2,utskottet,SAKFRÅGAN,HUVUD,UU6,2009-03-02,1959,349,158,152,0,39,t,f,45.27,43.55,11.17,0.00,51.86
GW01KU15,14,2222219,KU15,2008/09,"Riksdagens arbetsformer, m.m.",Översyn av ersättningar till riksdagsledamöter och statsråd,0,KU,2009-02-17,2009-02-17,2E0C27C9-D1B1-4591-A5FB-E09A3DC8BEE8,röstning,"""v""",3,utskottet,SAKFRÅGAN,HUVUD,KU15,2009-02-17,1959,349,243,18,0,88,t,f,69.63,5.16,25.21,0.00,52.72
GT01KrU1,5,2222539,KrU1,2005/06,"Utgiftsområde 17 Kultur, medier, trossamfund och fritid (prop. 2005/06:1)",Ändring i lagen om TV-avgift,0,KRU,2005-11-24,2006-03-23,93EC46A9-7626-4532-A6B5-5BE81E6918BD,röstning,"""m"",""fp""",3,utskottet,SAKFRÅGAN,HUVUD,KrU1,2005-11-24,1954,349,208,79,0,62,t,f,59.60,22.64,17.77,0.00,53.87
GR01KRU1,23,2285596,KRU1,2003/04,"Utgiftsområde   17   Kultur,    medier,trossamfund och fritid",En plan för vård av museisamlingar,0,KRU,2003-11-20,2006-03-15,20842CEB-D5DB-4355-8A62-0F9D0976B680,röstning,"""c"",""fp"",""kd""",12,utskottet,SAKFRÅGAN,HUVUD,KRU1,2003-11-20,1954,349,218,87,1,43,t,f,62.46,24.93,12.32,0.29,54.73
H101SfU13,1,2902826,SfU13,2013/14,Cirkulär migration och utveckling,Avslag på propositionen,0,SFU,2014-06-05,2014-06-09,A6E3EDED-254A-4319-990E-8FC682C8BC24,röstning,"""SD""",1,utskottet,SAKFRÅGAN,HUVUD,SfU13,2014-06-17,1963,349,296,19,0,34,t,f,84.81,5.44,9.74,0.00,56.45
GZ01JuU8,3,2728434,JuU8,2011/12,De brottsbekämpande myndigheternas tillgång till uppgifter om elektronisk kommunikation,Registrering av abonnemangsuppgifter för kontantkort,0,JUU,2012-04-26,2012-04-26,92B80FEE-9A2C-4D64-B9FC-0EC76310EA78,röstning,"""S""",4,utskottet,SAKFRÅGAN,HUVUD,JuU8,2012-04-26,1963,349,206,94,0,49,t,f,59.03,26.93,14.04,0.00,57.02
GQ01NU10,1,2303215,NU10,2002/03,Vissa konkurrenspolitiska frågor,Konkurrenspolitikens inriktning,0,NU,2003-05-13,2006-03-15,DB9A0CD5-86CC-11D7-AF0C-000475504AA4,röstning,"""m"",""c"",""fp"",""kd""",1,utskottet,SAKFRÅGAN,HUVUD,NU10,2003-05-13,1954,349,163,133,0,53,t,f,46.70,38.11,15.19,0.00,55.30
H001SoU24,2,2804738,SoU24,2012/13,Upphävande av kravet på sterilisering för ändrad könstillhörighet,Upphävande av kravet på sterilisering,0,SOU,2013-05-14,2013-05-15,4F7FDB46-0861-466A-AE73-BBC4588BF4B7,röstning,"""MP"",""V""",2,utskottet,SAKFRÅGAN,HUVUD,SoU24,2013-05-14,1963,349,259,41,23,26,t,f,74.21,11.75,7.45,6.59,56.16
GX01JuU32,7,2313591,JuU32,2009/10,Skärpta straff för allvarliga våldsbrott m.m.,Skärpt straffskala för synnerligen grov våldtäkt,0,JUU,2010-05-06,2010-05-06,7F9EB53E-6647-4C37-9E8A-D499127C38D9,röstning,"""s""",6,utskottet,SAKFRÅGAN,HUVUD,JuU32,2010-05-06,1959,349,144,122,18,65,t,f,41.26,34.96,18.62,5.16,53.01
