embedded_id_party,embedded_id_id,embedded_id_issue,embedded_id_hangar_id,committee_report,rm,title,sub_title,end_number,org,created_date,public_date,ballot_id,decision_type,against_proposal_parties,against_proposal_number,winner,embedded_id_concern,ballot_type,label,vote_date,avg_born_year,total_votes,yes_votes,no_votes,abstain_votes,absent_votes,approved,no_winner,percentage_yes,percentage_no,percentage_absent,percentage_abstain,percentage_male,party_avg_born_year,party_total_votes,party_yes_votes,party_no_votes,party_abstain_votes,party_absent_votes,party_approved,party_no_winner,party_percentage_yes,party_percentage_no,party_percentage_absent,party_percentage_abstain,party_percentage_male
L,GZ01SfU1,8,2728459,SfU1,2011/12,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Kriterier för prövning av arbetsförmåga,0,SFU,2011-12-05,2011-12-05,BF90855C-834D-4787-A558-B4A5E7C0AD50,röstning,"""M"",""FP"",""C"",""KD""",6,utskottet,SAKFRÅGAN,HUVUD,SfU1,2011-12-05,1963,349,159,156,0,34,t,f,45.56,44.70,9.74,0.00,55.59,1959,24,0,19,0,5,f,f,0.00,79.17,20.83,0.00,54.17
M,GT01TU13,2,2227589,TU13,2005/06,Trafiksäkerhet,Alkohol i trafiken,0,TU,2006-04-04,2006-04-19,A92B2E47-09E9-4393-9657-468C74334A34,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,TU13,2006-04-04,1954,349,147,115,0,87,t,f,42.12,32.95,24.93,0.00,53.87,1954,55,0,41,0,14,f,f,0.00,74.55,25.45,0.00,58.18
L,GX01CU1,5,2291489,CU1,2009/10,"Utgiftsområde 18 Samhällsplanering, bostadsförsörjning, byggande samt konsumentpolitik    ",Mål för bostadsbyggandet,0,CU,2009-12-04,2009-12-04,C26BFFDA-2B4E-4957-881F-4442BF4FB713,röstning,"""s"",""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,CU1,2009-12-04,1959,349,152,145,0,52,t,f,43.55,41.55,14.90,0.00,53.58,1960,28,23,0,0,5,t,f,82.14,0.00,17.86,0.00,42.86
S,H001KU17,6,2828164,KU17,2012/13,Riksdagens arbetsformer m.m.,Kvittningssystemet,0,KU,2013-04-16,2013-04-16,96D648E1-E7B6-43C2-8FD0-3AF54A82601C,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,KU17,2013-04-16,1963,349,289,19,0,41,t,f,82.81,5.44,11.75,0.00,56.45,1962,112,96,0,0,16,t,f,85.71,0.00,14.29,0.00,51.79
MP,GR01SOU2,10,2284214,SOU2,2003/04,Uppföljning  av den nationella handlingsplanen förhandikappolitiken,Tillgänglighetsreform,0,SOU,2003-11-13,2006-03-15,A45E136C-896D-4A38-8F06-D4301813FDA9,röstning,"""fp""",10,utskottet,SAKFRÅGAN,HUVUD,SOU2,2003-11-13,1954,349,264,41,2,42,t,f,75.64,11.75,12.03,0.57,54.73,1955,17,12,3,0,2,t,f,70.59,17.65,11.76,0.00,47.06
V,GR01FIU11,1,2299831,FIU11,2003/04,Tilläggsbudget   2   för  budgetåret  2003  (prop.2003/04:1),Ägande av Vasallens dotterbolag för bostäder,0,FIU,2003-11-10,2006-03-15,EE93E858-15B2-11D8-88F5-0004755053CE,röstning,"""c"",""fp""",1,utskottet,SAKFRÅGAN,HUVUD,FIU11,2003-11-10,1954,349,230,58,7,54,t,f,65.90,16.62,15.47,2.01,54.73,1953,30,23,0,0,7,t,f,76.67,0.00,23.33,0.00,50.00
C,GR01JUU17,17,2230159,JUU17,2003/04,Våldsbrott och brottsoffer,Rättsintyg,0,JUU,2004-03-18,2006-03-15,2F35786A-4FEB-11D8-AE8C-006008D5D577,röstning,"""mp""",13,utskottet,SAKFRÅGAN,HUVUD,JUU17,2004-03-18,1954,349,283,16,0,50,t,f,81.09,4.58,14.33,0.00,54.73,1955,22,19,0,0,3,t,f,86.36,0.00,13.64,0.00,50.00
KD,GZ01SfU12,3,2768356,SfU12,2011/12,Anhöriginvandring,Försörjningskrav,0,SFU,2012-05-21,2012-05-21,B18125C3-449B-4820-9B77-B0A20D1CC719,röstning,"""SD""",6,utskottet,SAKFRÅGAN,HUVUD,SfU12,2012-05-21,1963,349,178,19,117,35,t,f,51.00,5.44,10.03,33.52,57.02,1961,19,16,0,0,3,t,f,84.21,0.00,15.79,0.00,57.89
MP,H101AU2,2,2875527,AU2,2013/14,Utgiftsområde 14 Arbetsmarknad och arbetsliv,Förslag om ändring i Arbetsförmedlingens registerlag,0,AU,2013-12-10,2013-12-10,0ED3F706-B84D-4551-8782-A5753A73B99B,röstning,"""MP"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,AU2,2013-12-18,1963,349,276,41,0,32,t,f,79.08,11.75,9.17,0.00,55.87,1964,25,0,23,0,2,f,f,0.00,92.00,8.00,0.00,52.00
S,GX01KrU1,41,2287209,KrU1,2009/10,"Utgiftsområde 17 Kultur, medier, trossamfund och fritid (prop. 2009/10:1)",Dialog med kommuner och landsting om folkbildningen,0,KRU,2009-12-07,2009-12-07,802CD328-471E-4489-BF48-2CB794C929ED,röstning,"""s"",""v"",""mp""",13,utskottet,SAKFRÅGAN,HUVUD,KrU1,2009-12-07,1959,349,143,136,0,70,t,f,40.97,38.97,20.06,0.00,53.58,1958,130,0,108,0,22,f,f,0.00,83.08,16.92,0.00,53.08
SD,GZ01UU10,6,2769244,UU10,2011/12,Berättelse om verksamheten i Europeiska unionen 2011,Västsahara,0,UU,2012-05-02,2012-05-02,F3A7F1B7-709B-41B4-B7D9-6087B439377D,röstning,"""MP"",""SD"",""V""",12,utskottet,SAKFRÅGAN,HUVUD,UU10,2012-05-02,1963,349,159,61,101,28,t,f,45.56,17.48,8.02,28.94,57.02,1969,19,0,19,0,0,f,f,0.00,100.00,0.00,0.00,84.21
S,GZ01KrU2,2,2722439,KrU2,2011/12,Folkbildningsfrågor,Gemensamt ansvar för folkbildningen,0,KRU,2011-12-21,2011-12-22,3430ED30-EFFC-401D-A75D-3369E588C820,röstning,"""S"",""MP"",""V""",3,utskottet,SAKFRÅGAN,HUVUD,KrU2,2011-12-21,1963,349,180,144,0,25,t,f,51.58,41.26,7.16,0.00,55.30,1962,112,0,105,0,7,f,f,0.00,93.75,6.25,0.00,51.79
S,GR01TU14,8,2227441,TU14,2003/04,Järnvägslag och vissa järnvägsfrågor,Konkurrensneutral lok- och vagnpool m.m.,0,TU,2004-05-06,2006-03-15,1E4B93A6-738F-4B22-9C0E-C54253D4F382,röstning,"""c"",""kd""",4,utskottet,SAKFRÅGAN,HUVUD,TU14,2004-05-06,1954,349,188,37,37,87,t,f,53.87,10.60,24.93,10.60,55.01,1954,144,111,0,0,33,t,f,77.08,0.00,22.92,0.00,52.08
KD,GV01JuU7,4,2287171,JuU7,2007/08,"Hemlig teleavlyssning, m.m.",Redovisning av uppgifter från teleoperatörer,0,JUU,2008-02-13,2008-02-13,28106E07-2EA0-44BF-822A-E8F408570738,röstning,"""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,JuU7,2008-02-13,1958,349,255,40,0,54,t,f,73.07,11.46,15.47,0.00,52.44,1952,24,20,0,0,4,t,f,83.33,0.00,16.67,0.00,54.17
C,GQ01KU21,3,2303032,KU21,2002/03,Frågor om kommunal kompetens,Kommunal näringsverksamhet,0,KU,2003-02-20,2006-03-15,673F5654-595D-11D7-AEAD-0004755030A2,röstning,"""m"",""fp""",2,utskottet,SAKFRÅGAN,HUVUD,KU21,2003-02-20,1954,349,206,90,0,53,t,f,59.03,25.79,15.19,0.00,54.15,1955,22,19,0,0,3,t,f,86.36,0.00,13.64,0.00,50.00
S,H001FiU32,1,2813440,FiU32,2012/13,Offentlig upphandling,"Kollektivavtal, socialt företagande m.m.",0,FIU,2013-02-12,2013-02-12,903649D4-CA81-4136-AA77-8F796A211585,röstning,"""S"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,FiU32,2013-02-12,1963,349,167,109,21,52,t,f,47.85,31.23,14.90,6.02,56.45,1962,112,0,93,0,19,f,f,0.00,83.04,16.96,0.00,50.89
MP,H101FiU22,5,2894148,FiU22,2013/14,"Bank-, försäkrings- och kreditupplysningsfrågor",Amorteringskrav på bostadslån,0,FIU,2014-03-26,2014-03-26,B8A9E0D6-6DF3-45B6-BE2E-7FF12A046EBF,röstning,"""SD""",5,utskottet,SAKFRÅGAN,HUVUD,FiU22,2014-04-02,1963,349,281,18,0,50,t,f,80.52,5.16,14.33,0.00,56.73,1964,25,18,0,0,7,t,f,72.00,0.00,28.00,0.00,52.00
L,GS01KU27,8,2285706,KU27,2004/05,Fri- och rättighetsskyddsfrågor,HBT-politikens allmänna inriktning,0,KU,2005-03-01,2006-03-15,64A36D10-91DC-42CA-8DAA-3C90876FE732,röstning,"""c"",""fp""",7,utskottet,SAKFRÅGAN,HUVUD,KU27,2005-03-01,1954,349,219,56,2,72,t,f,62.75,16.05,20.63,0.57,54.44,1956,48,0,37,1,10,f,f,0.00,77.08,20.83,2.08,52.08
M,GV01NU11,1,2286707,NU11,2007/08,Fjärrvärmelag m.m.,Prövning av oskälig prissättning,0,NU,2008-04-28,2008-04-28,F6849803-6B3A-4FB0-A604-93136264A464,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,NU11,2008-04-28,1958,349,148,141,0,60,t,f,42.41,40.40,17.19,0.00,53.30,1959,97,84,0,0,13,t,f,86.60,0.00,13.40,0.00,57.73
C,GR01FöU2,1,2223889,FöU2,2003/04,"Ny räddningstjänstlagstiftning, m.m.",Lag om skydd mot olyckor samt följdlagstiftning,0,FÖU,2004-01-01,2006-03-15,BD5446A3-DAC8-4CE6-92FA-9259194140DC,röstning,"""m""",1,utskottet,SAKFRÅGAN,HUVUD,FöU2,2004-01-01,1954,349,148,50,116,35,t,f,42.41,14.33,10.03,33.24,55.01,1954,22,17,0,0,5,t,f,77.27,0.00,22.73,0.00,54.55
M,GS01UU2,8,2242203,UU2,2004/05,Utgiftsområde 7 Internationellt bistånd,"Biståndsmålen, avbindningen av biståndet m.m.",0,UU,2004-11-18,2006-03-15,1C5F71D6-3BC4-11D9-AEC3-000475504B20,röstning,"""mp""",8,utskottet,SAKFRÅGAN,HUVUD,UU2,2004-11-18,1954,349,189,14,93,53,t,f,54.15,4.01,15.19,26.65,53.30,1954,55,0,0,45,10,f,t,0.00,0.00,18.18,81.82,58.18
V,H001FiU32,1,2813440,FiU32,2012/13,Offentlig upphandling,"Kollektivavtal, socialt företagande m.m.",0,FIU,2013-02-12,2013-02-12,903649D4-CA81-4136-AA77-8F796A211585,röstning,"""S"",""V""",1,utskottet,SAKFRÅGAN,HUVUD,FiU32,2013-02-12,1963,349,167,109,21,52,t,f,47.85,31.23,14.90,6.02,56.45,1961,19,0,16,0,3,f,f,0.00,84.21,15.79,0.00,47.37
C,GV01SkU18,15,2276226,SkU18,2007/08,Allmänna motioner om inkomstskatter,Gåvor och bidrag till ideella ändamål,0,SKU,2008-03-04,2008-03-04,76BB25B9-B3FD-4A09-B407-7C21312EC838,röstning,"""s"",""v""",12,utskottet,MOTIVFRÅGAN,HUVUD,SkU18,2008-03-04,1958,349,164,125,0,60,t,f,46.99,35.82,17.19,0.00,52.72,1955,29,22,0,0,7,t,f,75.86,0.00,24.14,0.00,58.62
L,GT01KrU5,2,2290198,KrU5,2005/06,Fokus på film - en ny svensk filmpolitik,Filmavtalets demokratiska förankring,0,KRU,2005-11-17,2005-12-08,FDC98F0B-9AF1-47C8-B38B-D743C8BD6360,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,KrU5,2005-11-17,1954,349,160,127,0,62,t,f,45.85,36.39,17.77,0.00,53.87,1955,48,0,38,0,10,f,f,0.00,79.17,20.83,0.00,50.00
L,GZ01SfU2,11,2728427,SfU2,2011/12,Utgiftsområde 8 Migration,Offentligt biträde,0,SFU,2011-12-01,2011-12-01,E4C2A0E6-5CBA-4C57-B8E6-454365FA31E3,röstning,"""V""",19,utskottet,SAKFRÅGAN,HUVUD,SfU2,2011-12-01,1963,349,296,18,0,35,t,f,84.81,5.16,10.03,0.00,55.59,1959,24,19,0,0,5,t,f,79.17,0.00,20.83,0.00,54.17
MP,GQ01NU11,8,2289090,NU11,2002/03,Vissa elmarknadsfrågor m.m.,Reformerad elmarknad,0,NU,2003-05-23,2006-03-15,88096A74-9503-11D7-AF16-000475504AA4,röstning,"""mp""",13,utskottet,SAKFRÅGAN,HUVUD,NU11,2003-05-23,1954,349,265,14,29,41,t,f,75.93,4.01,11.75,8.31,55.01,1956,17,0,14,0,3,f,f,0.00,82.35,17.65,0.00,41.18
S,GX01SkU26,1,2305577,SkU26,2009/10,Allmänna motioner om inkomstskatter,"Skatteskala, grundavdrag m.m.",0,SKU,2010-03-02,2010-03-02,2D7DD792-6E20-47EA-AC95-41CF022A92E3,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SkU26,2010-03-02,1959,349,151,144,1,53,t,f,43.27,41.26,15.19,0.29,53.01,1959,130,0,107,0,23,f,f,0.00,82.31,17.69,0.00,53.08
L,GX01CU4,1,2292765,CU4,2009/10,Hyresrätt m.m.,Rätten till ett hyreskontrakt,0,CU,2009-12-21,2010-01-12,DC8CE7A5-FED8-4195-A251-4C5BA7E7C3AF,röstning,"""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,CU4,2009-12-21,1959,349,251,36,0,62,t,f,71.92,10.32,17.77,0.00,53.30,1960,28,20,0,0,8,t,f,71.43,0.00,28.57,0.00,42.86
MP,GR01LU15,3,2297894,LU15,2003/04,Vissa frågor rörande fastigheter,Fastighetsmäklare m.m.,0,LU,2004-02-17,2006-03-15,619F9AE3-2113-40B7-B450-D29C46189F35,röstning,"""m"",""c"",""fp"",""kd""",2,utskottet,SAKFRÅGAN,HUVUD,LU15,2004-02-17,1954,349,140,105,0,104,t,f,40.11,30.09,29.80,0.00,54.73,1957,17,14,0,0,3,t,f,82.35,0.00,17.65,0.00,41.18
KD,H001FöU14,2,2858085,FöU14,2012/13,Jämställdhet och genusfrågor,Diskrimineringslagens tillämpning och rekryteringen av kvinnor till försvaret,0,FÖU,2013-06-13,2013-06-13,A631EF59-9C7C-42B3-9F25-2B44CAA66B40,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,FöU14,2013-09-19,1963,349,262,18,0,69,t,f,75.07,5.16,19.77,0.00,55.87,1961,19,17,0,0,2,t,f,89.47,0.00,10.53,0.00,63.16
C,GZ01MJU17,3,2767803,MJU17,2011/12,Landsbygdspolitik m.m.,Djurvälfärdsersättning m.m.,0,MJU,2012-04-23,2012-04-23,1C757AC9-5704-4E97-9FF1-672FE37643F4,röstning,"""SD""",2,utskottet,SAKFRÅGAN,HUVUD,MJU17,2012-04-23,1963,349,300,19,0,30,t,f,85.96,5.44,8.60,0.00,57.02,1964,23,20,0,0,3,t,f,86.96,0.00,13.04,0.00,65.22
S,GR01UU10,17,2286979,UU10,2003/04,Verksamheten i Europeiska unionen under 2003,"Jordbruk, fiske och miljö",0,UU,2004-04-27,2006-03-15,B5CF0DA0-99D6-11D8-AF64-0004755038F6,röstning,"""c""",18,utskottet,SAKFRÅGAN,HUVUD,UU10,2004-04-27,1954,349,291,19,5,34,t,f,83.38,5.44,9.74,1.43,55.01,1954,144,136,0,0,8,t,f,94.44,0.00,5.56,0.00,52.08
L,GW01FiU24,1,2222063,FiU24,2008/09,Utvärdering av penningpolitiken 2006–2008 och en beskrivning av Riksbankens åtgärder till följd av finanskrisen,Utvärdering av penningpolitiken 2006-2008,0,FIU,2009-06-03,2009-06-03,260D7B7C-C15B-4B49-ACC1-A2F045598592,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,FiU24,2009-06-03,1958,349,284,20,1,44,t,f,81.38,5.73,12.61,0.29,52.72,1960,28,24,0,1,3,t,f,85.71,0.00,10.71,3.57,39.29
MP,GV01SkU23,1,2284033,SkU23,2007/08,Nya regler om beslut och betalning avseende trängselskatt,Nya regler om beslut och betalning avseende trängselskatt m.m.,0,SKU,2008-04-01,2008-04-01,BD6E60E9-D311-4883-B0DD-D19F95518559,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,SkU23,2008-04-01,1958,349,244,20,16,69,t,f,69.91,5.73,19.77,4.58,53.30,1964,19,0,0,16,3,f,t,0.00,0.00,15.79,84.21,57.89
KD,H101UbU12,46,2897855,UbU12,2013/14,Skolväsendet,Arbetsmiljö,0,UBU,2014-04-08,2014-04-08,BE4125AD-7573-4D23-AEC1-75C00A5CF9B1,röstning,"""SD""",60,utskottet,SAKFRÅGAN,HUVUD,UbU12,2014-05-07,1963,349,289,18,0,42,t,f,82.81,5.16,12.03,0.00,56.73,1961,19,18,0,0,1,t,f,94.74,0.00,5.26,0.00,57.89
L,GT01UU5,5,2227803,UU5,2005/06,Sveriges politik för global utveckling,Skrivelsernas struktur och innehåll,0,UU,2005-11-08,2005-11-10,4A86E09D-A970-46FF-9659-9354555EF8F9,röstning,"""mp""",7,utskottet,SAKFRÅGAN,HUVUD,UU5,2005-11-08,1954,349,266,15,7,61,t,f,76.22,4.30,17.48,2.01,54.73,1955,48,40,0,0,8,t,f,83.33,0.00,16.67,0.00,54.17
M,GR01MJU22,14,2303210,MJU22,2003/04,Titel saknas,Nationell reserv,0,MJU,2004-06-01,2006-03-15,126AC678-6E52-48E6-8EC3-B8C6E9465248,röstning,"""m"",""c"",""fp"",""kd""",16,utskottet,SAKFRÅGAN,HUVUD,MJU22,2004-06-01,1954,349,150,118,1,80,t,f,42.98,33.81,22.92,0.29,54.73,1953,55,0,47,0,8,f,f,0.00,85.45,14.55,0.00,61.82
C,GX01MJU8,10,2222492,MJU8,2009/10,En ny rovdjursförvaltning,Vargstammens utveckling,0,MJU,2009-10-07,2009-10-07,8CAA7AE5-64ED-4535-A51F-78A243964EBE,röstning,"""s""",10,utskottet,SAKFRÅGAN,HUVUD,MJU8,2009-10-07,1958,349,149,107,33,60,t,f,42.69,30.66,17.19,9.46,53.58,1957,29,24,0,0,5,t,f,82.76,0.00,17.24,0.00,58.62
L,GX01KrU3,2,2287607,KrU3,2009/10,Radio och tv i allmänhetens tjänst 2010–2013,Avgiftsskyldighet för bl.a. företag och myndigheter,0,KRU,2009-11-11,2009-11-11,15732581-1722-411A-A7A9-B2217CAE320D,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,KrU3,2009-11-11,1959,349,157,150,0,42,t,f,44.99,42.98,12.03,0.00,53.87,1960,28,24,0,0,4,t,f,85.71,0.00,14.29,0.00,42.86
KD,GR01SFU15,8,2297850,SFU15,2003/04,Särskilda  regler  under  en  övergångsperiod  förarbetstagare från EU:s nya medlemsstater,Socialförsäkringsreform,0,SFU,2004-04-20,2006-03-15,C923D111-9362-11D8-AE21-0004755038E0,röstning,"""v""",12,utskottet,MOTIVFRÅGAN,HUVUD,SFU15,2004-04-20,1954,349,152,27,144,26,t,f,43.55,7.74,7.45,41.26,55.01,1951,33,0,1,30,2,f,f,0.00,3.03,6.06,90.91,69.70
S,GR01KU19,36,2226103,KU19,2003/04,Demokratifrågor,Debatt och folkbildning kring EU,0,KU,2004-05-27,2006-03-15,5C538C63-2746-44E4-B175-A19662C08289,röstning,"""c"",""fp""",29,utskottet,SAKFRÅGAN,HUVUD,KU19,2004-05-27,1954,349,253,65,0,31,t,f,72.49,18.62,8.88,0.00,55.01,1954,144,136,0,0,8,t,f,94.44,0.00,5.56,0.00,52.08
C,GU01FiU2,8,2228997,FiU2,2006/07,Utgiftsområde 2 Samhällsekonomi och finansförvaltning (prop. 2006/07:1),Uppgifter i lägenhetsregistret,0,FIU,2006-12-12,2006-12-13,A0106553-12D7-4859-9712-627A46C06F87,röstning,"""v""",1,utskottet,SAKFRÅGAN,HUVUD,FiU2,2006-12-12,1958,349,292,17,1,39,t,f,83.67,4.87,11.17,0.29,52.72,1957,29,24,0,0,5,t,f,82.76,0.00,17.24,0.00,62.07
M,GW01JuU21,9,2222233,JuU21,2008/09,"Mäns våld mot kvinnor, hedersrelaterat våld och förtryck samt våld i samkönade relationer",Statistik,0,JUU,2009-03-18,2009-03-18,88B36FCF-6A85-46B6-B81A-CFF863D57AC1,röstning,"""s"",""v"",""mp""",9,utskottet,SAKFRÅGAN,HUVUD,JuU21,2009-03-18,1959,349,142,133,0,74,t,f,40.69,38.11,21.20,0.00,51.86,1959,97,80,0,0,17,t,f,82.47,0.00,17.53,0.00,56.70
-,GS01LU27,5,2229760,LU27,2004/05,"Upphovsrätten i informationssamhället - genomförande av direktiv 2001/29/EG,m.m.",Krav på lovlig förlaga,0,LU,2005-05-12,2006-03-15,D7D2F095-C8A0-4A4B-9594-CF548E421777,röstning,"""m"",""fp"",""kd""",4,utskottet,SAKFRÅGAN,HUVUD,LU27,2005-05-12,1954,349,144,110,33,62,t,f,41.26,31.52,17.77,9.46,54.73,1948,1,0,0,0,1,f,t,0.00,0.00,100.00,0.00,0.00
V,GU01TU6,4,2223187,TU6,2006/07,Trafiksäkerhet,Övervakning och sanktioner,0,TU,2007-03-01,2007-03-01,13E87A04-924E-421F-95ED-78AC109172F2,röstning,"""mp""",2,utskottet,SAKFRÅGAN,HUVUD,TU6,2007-03-01,1958,349,274,18,0,57,t,f,78.51,5.16,16.33,0.00,51.29,1958,22,18,0,0,4,t,f,81.82,0.00,18.18,0.00,36.36
V,GU01NU4,3,2290546,NU4,2006/07,Statliga företag,Statens ägarutövning,0,NU,2007-03-06,2007-03-06,FEDA1C67-8549-44EA-9E20-5C4EAA3E6437,röstning,"""s""",4,utskottet,SAKFRÅGAN,HUVUD,NU4,2007-03-06,1958,349,150,110,37,52,t,f,42.98,31.52,14.90,10.60,52.15,1958,22,0,0,19,3,f,t,0.00,0.00,13.64,86.36,36.36
L,GQ01SFU1,14,2227251,SFU1,2002/03,"Anslag        inom        socialförsäkringsområdet(utgiftsområdena 10, 11 och 12)",Samverkan och finansiell samordning,0,SFU,2002-12-03,2006-03-15,D08CFE62-0B4B-11D7-AEAF-000475504757,röstning,"""m"",""c"",""fp"",""kd""",20,utskottet,SAKFRÅGAN,HUVUD,SFU1,2002-12-03,1954,349,175,141,0,33,t,f,50.14,40.40,9.46,0.00,54.73,1956,48,0,43,0,5,f,f,0.00,89.58,10.42,0.00,52.08
C,GU01NU4,3,2290546,NU4,2006/07,Statliga företag,Statens ägarutövning,0,NU,2007-03-06,2007-03-06,FEDA1C67-8549-44EA-9E20-5C4EAA3E6437,röstning,"""s""",4,utskottet,SAKFRÅGAN,HUVUD,NU4,2007-03-06,1958,349,150,110,37,52,t,f,42.98,31.52,14.90,10.60,52.15,1956,29,24,0,0,5,t,f,82.76,0.00,17.24,0.00,51.72
MP,GT01UU10,2,2226121,UU10,2005/06,Berättelse om verksamheten i Europeiska unionen 2005,Turkiets medlemskapsförhandlingar med EU,0,UU,2006-04-25,2006-05-02,0141A86B-8B90-4BA0-9D5A-8D86F71AB8A7,röstning,"""v"",""mp""",2,utskottet,SAKFRÅGAN,HUVUD,UU10,2006-04-25,1954,349,121,37,119,72,t,f,34.67,10.60,20.63,34.10,53.87,1958,17,0,13,0,4,f,f,0.00,76.47,23.53,0.00,52.94
KD,GV01UU7,9,2284050,UU7,2007/08,Strategisk exportkontroll 2007,Krigsmaterielexport och folkrätt,0,UU,2008-05-05,2008-05-05,A28C4FFB-27E6-4FF9-89C3-F86E6249B4E8,röstning,"""v"",""mp""",11,utskottet,SAKFRÅGAN,HUVUD,UU7,2008-05-05,1958,349,253,36,0,60,t,f,72.49,10.32,17.19,0.00,53.30,1952,24,19,0,0,5,t,f,79.17,0.00,20.83,0.00,54.17
C,H001JuU10,33,2808249,JuU10,2012/13,Straffrättsliga frågor,Översyn av straffskalor,0,JUU,2013-02-14,2013-02-15,E89F4238-55CD-4946-8935-B2C28DA36544,röstning,"""SD""",18,utskottet,SAKFRÅGAN,HUVUD,JuU10,2013-02-14,1963,349,291,20,0,38,t,f,83.38,5.73,10.89,0.00,56.45,1963,23,19,0,0,4,t,f,82.61,0.00,17.39,0.00,65.22
C,GX01JuU1,2,2287410,JuU1,2009/10,Utgiftsområde 4 Rättsväsendet,Prioritering av arbetet mot ekonomisk brottslighet,0,JUU,2009-12-09,2009-12-09,55EF3615-1417-4057-8D95-FBC5ED1B3988,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,JuU1,2009-12-09,1959,349,151,145,0,53,t,f,43.27,41.55,15.19,0.00,53.58,1957,29,26,0,0,3,t,f,89.66,0.00,10.34,0.00,58.62
MP,GW01CU8,2,2222522,CU8,2008/09,Vissa frågor om andrahandsupplåtelse,Återbetalning av hyra som inte är skälig,0,CU,2008-11-18,2008-11-18,20A72FE0-2871-4265-A398-0B4D610DE7BF,röstning,"""v""",2,utskottet,SAKFRÅGAN,HUVUD,CU8,2008-11-18,1958,349,256,20,0,73,t,f,73.35,5.73,20.92,0.00,53.01,1963,19,14,0,0,5,t,f,73.68,0.00,26.32,0.00,57.89
KD,GT01JuU1,30,2228857,JuU1,2005/06,Utgiftsområde 4 Rättsväsendet,Utvärdering av rättshjälpslagen m.m.,0,JUU,2005-12-06,2005-12-16,94273563-539D-44F4-AFB2-941FFF1A5035,röstning,"""m"",""c"",""fp"",""kd"",""mp""",27,reservation 27,SAKFRÅGAN,HUVUD,JuU1,2005-12-06,1954,349,133,137,1,78,f,f,38.11,39.26,22.35,0.29,53.87,1951,33,0,27,0,6,f,f,0.00,81.82,18.18,0.00,69.70
M,GW01NU11,2,2222201,NU11,2008/09,Civilrättsliga sanktioner på immaterialrättens område – genomförande av direktiv 2004/48/EG,Förändringar av upphovsrätten m.m.,0,NU,2009-02-18,2009-02-18,F9C7EA86-0A7A-45F4-BE30-936B4F814AA2,röstning,"""v"",""mp""",3,utskottet,SAKFRÅGAN,HUVUD,NU11,2009-02-18,1959,349,255,34,1,59,t,f,73.07,9.74,16.91,0.29,52.72,1959,97,83,0,0,14,t,f,85.57,0.00,14.43,0.00,57.73
KD,GV01SfU1,33,2287000,SfU1,2007/08,"Utgiftsområdena 10, 11 och 12 inom socialförsäkringsområdet",Pensionssystemet m.m.,0,SFU,2007-12-03,2007-12-03,88528A95-2AD2-4B17-B0F8-C54ECAB7AC70,röstning,"""v""",37,utskottet,SAKFRÅGAN,HUVUD,SfU1,2007-12-03,1958,349,270,19,0,60,t,f,77.36,5.44,17.19,0.00,53.01,1952,24,18,0,0,6,t,f,75.00,0.00,25.00,0.00,54.17
L,GV01SfU3,1,2285175,SfU3,2007/08,"Vissa sjukförsäkrings- och pensionsfrågor, m.m.",Läkarintyg från första dagen,0,SFU,2007-10-24,2007-10-24,2A65B0A6-93D6-4182-A235-FDB1F6D9F869,röstning,"""s"",""v"",""mp""",1,utskottet,SAKFRÅGAN,HUVUD,SfU3,2007-10-24,1958,349,147,138,0,64,t,f,42.12,39.54,18.34,0.00,52.72,1960,28,23,0,0,5,t,f,82.14,0.00,17.86,0.00,46.43
KD,GS01KRU1,19,2287456,KRU1,2004/05,"Utgiftsområde  17  Kultur, medier, trossamfund ochfritid (prop. 2004/05:1)",Ändring i bibliotekslagen,0,KRU,2004-11-25,2006-03-15,1BD20F1D-AFCC-4181-A73D-A34818DFE429,röstning,"""m"",""c"",""fp""",7,utskottet,SAKFRÅGAN,HUVUD,KRU1,2004-11-25,1954,349,194,110,2,43,t,f,55.59,31.52,12.32,0.57,53.30,1951,33,24,1,2,6,t,f,72.73,3.03,18.18,6.06,69.70
